Time - Strain	Amplitude - Strain
0.077	0.00247021
0.0775	0.00247083
0.078	0.00247035
0.0785	0.00247235
0.079	0.00246997
0.0795	0.00247087
0.08	0.00247087
0.0805	0.00247155
0.081	0.00247204
0.0815	0.00246953
0.082	0.00246909
0.0825	0.00246975
0.083	0.00246975
0.0835	0.00247008
0.084	0.00247123
0.0845	0.00246944
0.085	0.0024704
0.0855	0.00246928
0.086	0.00247066
0.0865	0.00247088
0.087	0.00246995
0.0875	0.00246999
0.088	0.00247145
0.0885	0.0024688
0.089	0.00246954
0.0895	0.00247038
0.09	0.00247048
0.0905	0.0024703
0.091	0.0024719
0.0915	0.00247064
0.092	0.00247255
0.0925	0.00246986
0.093	0.00247172
0.0935	0.00247004
0.094	0.00246977
0.0945	0.00247029
0.095	0.00247125
0.0955	0.0024698
0.096	0.00246878
0.0965	0.00246945
0.097	0.00246991
0.0975	0.00246901
0.098	0.00247007
0.0985	0.00246935
0.099	0.00246845
0.0995	0.00247099
0.1	0.00247082
0.1005	0.0024703
0.101	0.00247003
0.1015	0.0024691
0.102	0.00247087
0.1025	0.00246835
0.103	0.00246959
0.1035	0.00246992
0.104	0.00246887
0.1045	0.00246935
0.105	0.00246816
0.1055	0.00247056
0.106	0.00247236
0.1065	0.00247001
0.107	0.00247061
0.1075	0.00246926
0.108	0.00247049
0.1085	0.00247094
0.109	0.00247074
0.1095	0.00247061
0.11	0.00247014
0.1105	0.00246945
0.111	0.0024701
0.1115	0.00247158
0.112	0.0024691
0.1125	0.00246842
0.113	0.00247049
0.1135	0.00246967
0.114	0.00246871
0.1145	0.00247001
0.115	0.00246968
0.1155	0.00246987
0.116	0.00247039
0.1165	0.00246849
0.117	0.00246897
0.1175	0.00246971
0.118	0.00246903
0.1185	0.00246866
0.119	0.00246962
0.1195	0.00246784
0.12	0.00246984
0.1205	0.00246868
0.121	0.00247021
0.1215	0.00247038
0.122	0.00247082
0.1225	0.00246932
0.123	0.00246935
0.1235	0.00247074
0.124	0.00247049
0.1245	0.00247065
0.125	0.00247118
0.1255	0.0024695
0.126	0.00247077
0.1265	0.00246922
0.127	0.00246999
0.1275	0.00247177
0.128	0.00247093
0.1285	0.00247143
0.129	0.00246975
0.1295	0.00247076
0.13	0.00247123
0.1305	0.00247032
0.131	0.00246954
0.1315	0.00246932
0.132	0.00247011
0.1325	0.0024699
0.133	0.00247099
0.1335	0.00247059
0.134	0.00247201
0.1345	0.0024712
0.135	0.00246886
0.1355	0.00247226
0.136	0.00246916
0.1365	0.00246984
0.137	0.00247014
0.1375	0.00247196
0.138	0.0024703
0.1385	0.00247
0.139	0.00246928
0.1395	0.00246959
0.14	0.00247115
0.1405	0.00247166
0.141	0.00247109
0.1415	0.00247052
0.142	0.00247058
0.1425	0.00247118
0.143	0.00246904
0.1435	0.00246991
0.144	0.00247074
0.1445	0.00247145
0.145	0.00246949
0.1455	0.0024705
0.146	0.00246944
0.1465	0.00246915
0.147	0.00247066
0.1475	0.00247079
0.148	0.00247039
0.1485	0.00247019
0.149	0.00246863
0.1495	0.00247129
0.15	0.0024706
0.1505	0.00247134
0.151	0.00247051
0.1515	0.00247037
0.152	0.00247019
0.1525	0.00247123
0.153	0.00247084
0.1535	0.00246973
0.154	0.00247109
0.1545	0.00247021
0.155	0.00247105
0.1555	0.00247061
0.156	0.0024695
0.1565	0.00247057
0.157	0.00247093
0.1575	0.00247149
0.158	0.00247383
0.1585	0.00246891
0.159	0.00247193
0.1595	0.00247079
0.16	0.00247098
0.1605	0.00247146
0.161	0.00246969
0.1615	0.00246982
0.162	0.00247059
0.1625	0.00246945
0.163	0.00246983
0.1635	0.00247195
0.164	0.00247038
0.1645	0.00246857
0.165	0.00247133
0.1655	0.00246992
0.166	0.00247006
0.1665	0.00247057
0.167	0.00246904
0.1675	0.00246921
0.168	0.00247008
0.1685	0.00246956
0.169	0.00246983
0.1695	0.00246962
0.17	0.00247012
0.1705	0.00246838
0.171	0.00246793
0.1715	0.00247083
0.172	0.00246986
0.1725	0.00247012
0.173	0.0024694
0.1735	0.00247026
0.174	0.00247073
0.1745	0.00247182
0.175	0.00246751
0.1755	0.00247011
0.176	0.00246941
0.1765	0.00246962
0.177	0.00246932
0.1775	0.00246974
0.178	0.00247083
0.1785	0.00246937
0.179	0.0024698
0.1795	0.00246974
0.18	0.0024703
0.1805	0.00246925
0.181	0.00246863
0.1815	0.00246908
0.182	0.00247046
0.1825	0.00246663
0.183	0.00246809
0.1835	0.00246912
0.184	0.00246884
0.1845	0.00246848
0.185	0.00246886
0.1855	0.00246885
0.186	0.00246892
0.1865	0.00246903
0.187	0.00246969
0.1875	0.00246773
0.188	0.00247003
0.1885	0.00246882
0.189	0.00247018
0.1895	0.00246993
0.19	0.00246841
0.1905	0.00247018
0.191	0.00247026
0.1915	0.00247067
0.192	0.00247077
0.1925	0.00247182
0.193	0.00247147
0.1935	0.00246934
0.194	0.00247028
0.1945	0.00247155
0.195	0.00246985
0.1955	0.00247056
0.196	0.00247041
0.1965	0.00247136
0.197	0.00246956
0.1975	0.00247109
0.198	0.00246998
0.1985	0.00246918
0.199	0.00247019
0.1995	0.0024699
0.2	0.00247022
0.2005	0.00246882
0.201	0.00246985
0.2015	0.00247067
0.202	0.00246984
0.2025	0.00246891
0.203	0.00246879
0.2035	0.00247107
0.204	0.00247199
0.2045	0.0024706
0.205	0.00247227
0.2055	0.00247071
0.206	0.0024707
0.2065	0.0024712
0.207	0.00247123
0.2075	0.00246923
0.208	0.0024694
0.2085	0.00247172
0.209	0.00247181
0.2095	0.00247092
0.21	0.00247103
0.2105	0.0024718
0.211	0.00246998
0.2115	0.00246942
0.212	0.00246927
0.2125	0.00247045
0.213	0.00247097
0.2135	0.0024722
0.214	0.00247012
0.2145	0.00247103
0.215	0.00247007
0.2155	0.00247094
0.216	0.00247007
0.2165	0.00246943
0.217	0.00247161
0.2175	0.00246983
0.218	0.00246971
0.2185	0.0024692
0.219	0.00247064
0.2195	0.00246894
0.22	0.00246956
0.2205	0.00247078
0.221	0.00247116
0.2215	0.00247174
0.222	0.00247156
0.2225	0.00247006
0.223	0.00246999
0.2235	0.00247033
0.224	0.00247064
0.2245	0.00247147
0.225	0.0024715
0.2255	0.00247158
0.226	0.00247119
0.2265	0.00247097
0.227	0.00247019
0.2275	0.00247065
0.228	0.00247101
0.2285	0.00247059
0.229	0.0024702
0.2295	0.0024715
0.23	0.00246952
0.2305	0.00246985
0.231	0.00247125
0.2315	0.00246981
0.232	0.00247029
0.2325	0.00246853
0.233	0.00246954
0.2335	0.00247091
0.234	0.00247079
0.2345	0.00247049
0.235	0.00246722
0.2355	0.00246996
0.236	0.00247183
0.2365	0.00246974
0.237	0.00246833
0.2375	0.00247034
0.238	0.00247166
0.2385	0.0024711
0.239	0.00246907
0.2395	0.0024691
0.24	0.00246995
0.2405	0.00246913
0.241	0.00246999
0.2415	0.00247116
0.242	0.002469
0.2425	0.00247034
0.243	0.00247129
0.2435	0.00246969
0.244	0.0024701
0.2445	0.00247009
0.245	0.00247056
0.2455	0.00247015
0.246	0.00247106
0.2465	0.00246958
0.247	0.00247185
0.2475	0.00246974
0.248	0.00246916
0.2485	0.00247055
0.249	0.00246845
0.2495	0.00246918
0.25	0.00246875
0.2505	0.00247118
0.251	0.00246912
0.2515	0.002468
0.252	0.0024667
0.2525	0.002469
0.253	0.00246923
0.2535	0.0024689
0.254	0.00246946
0.2545	0.0024703
0.255	0.00247031
0.2555	0.00246916
0.256	0.00247016
0.2565	0.00247057
0.257	0.00246966
0.2575	0.00246881
0.258	0.00246939
0.2585	0.0024696
0.259	0.00246902
0.2595	0.00247242
0.26	0.00247112
0.2605	0.00247024
0.261	0.00246887
0.2615	0.00247079
0.262	0.00246942
0.2625	0.00246948
0.263	0.00247034
0.2635	0.00247087
0.264	0.00247096
0.2645	0.0024703
0.265	0.00246801
0.2655	0.00246801
0.266	0.00246899
0.2665	0.00246841
0.267	0.00246885
0.2675	0.00246923
0.268	0.00247093
0.2685	0.00247118
0.269	0.0024702
0.2695	0.00246777
0.27	0.00246864
0.2705	0.00247065
0.271	0.00246904
0.2715	0.00246975
0.272	0.00247013
0.2725	0.00247015
0.273	0.00247007
0.2735	0.00247089
0.274	0.00247033
0.2745	0.00246956
0.275	0.00247303
0.2755	0.00247219
0.276	0.00247004
0.2765	0.00247009
0.277	0.00247104
0.2775	0.00247108
0.278	0.0024694
0.2785	0.00247115
0.279	0.00247112
0.2795	0.00247006
0.28	0.00246787
0.2805	0.00247031
0.281	0.00247039
0.2815	0.00247033
0.282	0.00247036
0.2825	0.00246827
0.283	0.00247091
0.2835	0.00247273
0.284	0.00247028
0.2845	0.00247057
0.285	0.00247006
0.2855	0.00247076
0.286	0.00247248
0.2865	0.00247075
0.287	0.00247096
0.2875	0.00247159
0.288	0.00247064
0.2885	0.00247243
0.289	0.00247006
0.2895	0.00246975
0.29	0.00247092
0.2905	0.00247061
0.291	0.00247229
0.2915	0.00247143
0.292	0.0024701
0.2925	0.00247087
0.293	0.00247111
0.2935	0.00246875
0.294	0.00246938
0.2945	0.00247061
0.295	0.00247127
0.2955	0.00247163
0.296	0.00247131
0.2965	0.00246957
0.297	0.0024698
0.2975	0.00247174
0.298	0.00247041
0.2985	0.00246849
0.299	0.00247065
0.2995	0.00247077
0.3	0.00246959
0.3005	0.00246957
0.301	0.00246949
0.3015	0.00246999
0.302	0.00246842
0.3025	0.0024696
0.303	0.00247125
0.3035	0.00246998
0.304	0.00247111
0.3045	0.0024681
0.305	0.00246941
0.3055	0.00246895
0.306	0.00247165
0.3065	0.00247026
0.307	0.00247019
0.3075	0.00246954
0.308	0.00247106
0.3085	0.00247047
0.309	0.00246799
0.3095	0.00246936
0.31	0.00246954
0.3105	0.00246988
0.311	0.00247026
0.3115	0.00246947
0.312	0.00246917
0.3125	0.00247055
0.313	0.00246999
0.3135	0.0024682
0.314	0.00246864
0.3145	0.00246938
0.315	0.00247021
0.3155	0.00246977
0.316	0.0024696
0.3165	0.00246969
0.317	0.00246866
0.3175	0.00246831
0.318	0.00246926
0.3185	0.00247105
0.319	0.00247046
0.3195	0.00247063
0.32	0.00246896
0.3205	0.0024684
0.321	0.00246889
0.3215	0.00247045
0.322	0.00246817
0.3225	0.0024712
0.323	0.00246947
0.3235	0.00246867
0.324	0.00247048
0.3245	0.0024698
0.325	0.00246847
0.3255	0.00247202
0.326	0.00247018
0.3265	0.00246958
0.327	0.00247029
0.3275	0.00247219
0.328	0.00246911
0.3285	0.00247062
0.329	0.00247057
0.3295	0.00246943
0.33	0.00247133
0.3305	0.00247016
0.331	0.0024694
0.3315	0.00247032
0.332	0.00246922
0.3325	0.00246887
0.333	0.00246853
0.3335	0.00247034
0.334	0.00246842
0.3345	0.00247035
0.335	0.00246815
0.3355	0.00246853
0.336	0.00246875
0.3365	0.00247013
0.337	0.00247105
0.3375	0.00246927
0.338	0.00246909
0.3385	0.00247146
0.339	0.00246944
0.3395	0.0024706
0.34	0.00247075
0.3405	0.00247034
0.341	0.00247076
0.3415	0.00247057
0.342	0.00247192
0.3425	0.00247057
0.343	0.00246975
0.3435	0.00247097
0.344	0.00247004
0.3445	0.00247116
0.345	0.00246946
0.3455	0.00247084
0.346	0.00247092
0.3465	0.00247122
0.347	0.00246939
0.3475	0.00246994
0.348	0.00246909
0.3485	0.00247049
0.349	0.00247136
0.3495	0.00247009
0.35	0.00247218
0.3505	0.00246886
0.351	0.00246942
0.3515	0.00246922
0.352	0.00247028
0.3525	0.00247038
0.353	0.0024711
0.3535	0.00247182
0.354	0.00247035
0.3545	0.00247181
0.355	0.00247023
0.3555	0.00247037
0.356	0.00247186
0.3565	0.00247083
0.357	0.00247114
0.3575	0.00247096
0.358	0.00247204
0.3585	0.00247129
0.359	0.00247228
0.3595	0.00247161
0.36	0.00247046
0.3605	0.00247092
0.361	0.00246996
0.3615	0.00246904
0.362	0.00247157
0.3625	0.00246986
0.363	0.00246897
0.3635	0.00247124
0.364	0.00247082
0.3645	0.00246977
0.365	0.00246932
0.3655	0.00247057
0.366	0.0024701
0.3665	0.0024717
0.367	0.00247037
0.3675	0.00246974
0.368	0.00246957
0.3685	0.00246932
0.369	0.0024693
0.3695	0.00247098
0.37	0.00247012
0.3705	0.0024698
0.371	0.00246956
0.3715	0.00247181
0.372	0.00247123
0.3725	0.00246821
0.373	0.00247028
0.3735	0.00246884
0.374	0.00247176
0.3745	0.00247019
0.375	0.00246927
0.3755	0.00246998
0.376	0.00247188
0.3765	0.00246893
0.377	0.00246946
0.3775	0.00246836
0.378	0.00247049
0.3785	0.00247052
0.379	0.00247082
0.3795	0.00246956
0.38	0.00246909
0.3805	0.0024712
0.381	0.00246944
0.3815	0.00247017
0.382	0.00246891
0.3825	0.00246955
0.383	0.00246888
0.3835	0.00246729
0.384	0.00246842
0.3845	0.00246877
0.385	0.00246932
0.3855	0.00246951
0.386	0.00246927
0.3865	0.00246835
0.387	0.0024695
0.3875	0.00247087
0.388	0.00247025
0.3885	0.00247041
0.389	0.00246961
0.3895	0.00246828
0.39	0.00247116
0.3905	0.00246998
0.391	0.00246883
0.3915	0.00247227
0.392	0.00246821
0.3925	0.00246842
0.393	0.00246877
0.3935	0.00247105
0.394	0.00247051
0.3945	0.00247028
0.395	0.0024693
0.3955	0.0024704
0.396	0.00247035
0.3965	0.00247086
0.397	0.00247011
0.3975	0.00246949
0.398	0.00247152
0.3985	0.00246783
0.399	0.00246791
0.3995	0.00246998
0.4	0.00246967
0.4005	0.00247003
0.401	0.00247089
0.4015	0.0024694
0.402	0.00247047
0.4025	0.00246823
0.403	0.00247039
0.4035	0.00247037
0.404	0.00247055
0.4045	0.00247166
0.405	0.00246965
0.4055	0.00247108
0.406	0.00246923
0.4065	0.00247028
0.407	0.00247116
0.4075	0.00247044
0.408	0.00246952
0.4085	0.00247138
0.409	0.0024686
0.4095	0.00246919
0.41	0.00247092
0.4105	0.00247225
0.411	0.00247063
0.4115	0.00247029
0.412	0.00247174
0.4125	0.00247061
0.413	0.00247088
0.4135	0.0024677
0.414	0.00247034
0.4145	0.00247171
0.415	0.00247044
0.4155	0.00246879
0.416	0.00247067
0.4165	0.00247157
0.417	0.00247256
0.4175	0.00247015
0.418	0.00246907
0.4185	0.00247003
0.419	0.00247016
0.4195	0.00246974
0.42	0.00247009
0.4205	0.00246903
0.421	0.00246855
0.4215	0.00247061
0.422	0.00247026
0.4225	0.00246974
0.423	0.00246979
0.4235	0.00247198
0.424	0.00247041
0.4245	0.00246943
0.425	0.00247083
0.4255	0.00246921
0.426	0.00247191
0.4265	0.00247183
0.427	0.0024699
0.4275	0.00247118
0.428	0.00247044
0.4285	0.00247172
0.429	0.00247044
0.4295	0.0024702
0.43	0.00247083
0.4305	0.00246942
0.431	0.00247092
0.4315	0.00247105
0.432	0.00247049
0.4325	0.00246932
0.433	0.00247022
0.4335	0.00246928
0.434	0.00247052
0.4345	0.00246834
0.435	0.00246956
0.4355	0.0024701
0.436	0.00246954
0.4365	0.00247012
0.437	0.00246959
0.4375	0.0024702
0.438	0.00247173
0.4385	0.00246959
0.439	0.00247109
0.4395	0.00246922
0.44	0.00246971
0.4405	0.00246998
0.441	0.00247025
0.4415	0.00247161
0.442	0.00246964
0.4425	0.00247004
0.443	0.00247227
0.4435	0.00247161
0.444	0.00247042
0.4445	0.00246974
0.445	0.00246846
0.4455	0.00247034
0.446	0.00246892
0.4465	0.00246958
0.447	0.00247064
0.4475	0.00246777
0.448	0.00247005
0.4485	0.00247076
0.449	0.00246997
0.4495	0.00246968
0.45	0.00246776
0.4505	0.00246854
0.451	0.00246887
0.4515	0.00247073
0.452	0.00246843
0.4525	0.00247011
0.453	0.00247079
0.4535	0.00246823
0.454	0.00247074
0.4545	0.00246997
0.455	0.00246956
0.4555	0.00246972
0.456	0.00246975
0.4565	0.00246953
0.457	0.00247015
0.4575	0.00247074
0.458	0.00246942
0.4585	0.00246777
0.459	0.00246894
0.4595	0.00247075
0.46	0.00247172
0.4605	0.00247014
0.461	0.00246958
0.4615	0.00246946
0.462	0.00247044
0.4625	0.00247136
0.463	0.00246952
0.4635	0.00246924
0.464	0.00246975
0.4645	0.00247048
0.465	0.00246907
0.4655	0.00247007
0.466	0.00247059
0.4665	0.00247019
0.467	0.00246833
0.4675	0.00247166
0.468	0.00246958
0.4685	0.00246886
0.469	0.00247025
0.4695	0.00247039
0.47	0.0024708
0.4705	0.00246914
0.471	0.00247093
0.4715	0.00246918
0.472	0.00246948
0.4725	0.00247078
0.473	0.00247089
0.4735	0.00247106
0.474	0.00246944
0.4745	0.00247211
0.475	0.00247082
0.4755	0.00247105
0.476	0.00247048
0.4765	0.00247044
0.477	0.0024709
0.4775	0.00247103
0.478	0.00247012
0.4785	0.00247096
0.479	0.0024688
0.4795	0.00246895
0.48	0.00247078
0.4805	0.00247072
0.481	0.00246971
0.4815	0.002472
0.482	0.00247015
0.4825	0.00246993
0.483	0.00247074
0.4835	0.00247016
0.484	0.00247124
0.4845	0.00247079
0.485	0.00246943
0.4855	0.00246998
0.486	0.00247041
0.4865	0.00247047
0.487	0.0024697
0.4875	0.00247076
0.488	0.00247051
0.4885	0.00247137
0.489	0.00246986
0.4895	0.00247111
0.49	0.00247046
0.4905	0.00247056
0.491	0.00247302
0.4915	0.00247231
0.492	0.00247134
0.4925	0.00247116
0.493	0.00247088
0.4935	0.00247177
0.494	0.00247053
0.4945	0.00247112
0.495	0.00247116
0.4955	0.00247058
0.496	0.00246971
0.4965	0.00247071
0.497	0.00246873
0.4975	0.00247096
0.498	0.00246972
0.4985	0.00247102
0.499	0.00246928
0.4995	0.00247051
0.5	0.00246884
0.5005	0.00247059
0.501	0.00247067
0.5015	0.00247007
0.502	0.00246898
0.5025	0.00246962
0.503	0.00247093
0.5035	0.00247068
0.504	0.0024711
0.5045	0.00246902
0.505	0.0024707
0.5055	0.00246777
0.506	0.00246837
0.5065	0.00247102
0.507	0.00246912
0.5075	0.00246911
0.508	0.00247036
0.5085	0.00247025
0.509	0.00247109
0.5095	0.00247092
0.51	0.00246902
0.5105	0.00247119
0.511	0.00246993
0.5115	0.00246971
0.512	0.00247058
0.5125	0.00246864
0.513	0.00246988
0.5135	0.00246974
0.514	0.00247089
0.5145	0.00247051
0.515	0.00246947
0.5155	0.00246921
0.516	0.00246886
0.5165	0.00246897
0.517	0.00246836
0.5175	0.00246858
0.518	0.00246949
0.5185	0.00246865
0.519	0.00246839
0.5195	0.00246867
0.52	0.00247082
0.5205	0.00246985
0.521	0.00247106
0.5215	0.00246961
0.522	0.00246867
0.5225	0.00247152
0.523	0.00246929
0.5235	0.0024718
0.524	0.00246958
0.5245	0.00247035
0.525	0.00246971
0.5255	0.0024713
0.526	0.00247103
0.5265	0.00247006
0.527	0.00247068
0.5275	0.00246844
0.528	0.00247021
0.5285	0.00246972
0.529	0.00246962
0.5295	0.00246849
0.53	0.00247083
0.5305	0.00246938
0.531	0.00247064
0.5315	0.00247127
0.532	0.00246976
0.5325	0.00246802
0.533	0.00246959
0.5335	0.00247061
0.534	0.00246992
0.5345	0.00246921
0.535	0.00247015
0.5355	0.00246918
0.536	0.00247129
0.5365	0.0024685
0.537	0.00246935
0.5375	0.00246924
0.538	0.0024705
0.5385	0.00247025
0.539	0.00247015
0.5395	0.0024698
0.54	0.00246925
0.5405	0.00247011
0.541	0.00246848
0.5415	0.00247055
0.542	0.00247049
0.5425	0.00247089
0.543	0.00247018
0.5435	0.00247093
0.544	0.00247092
0.5445	0.0024713
0.545	0.00246843
0.5455	0.0024715
0.546	0.00246941
0.5465	0.00247168
0.547	0.00247046
0.5475	0.00247071
0.548	0.00246964
0.5485	0.00247078
0.549	0.0024697
0.5495	0.00246884
0.55	0.00247149
0.5505	0.00246818
0.551	0.00247166
0.5515	0.0024693
0.552	0.00246954
0.5525	0.00247051
0.553	0.00247157
0.5535	0.00246985
0.554	0.00246981
0.5545	0.00247148
0.555	0.00247006
0.5555	0.00247151
0.556	0.00246949
0.5565	0.00247101
0.557	0.00247265
0.5575	0.00247075
0.558	0.00246979
0.5585	0.00247132
0.559	0.00246968
0.5595	0.00246991
0.56	0.00246957
0.5605	0.00247215
0.561	0.00247085
0.5615	0.0024707
0.562	0.00247103
0.5625	0.00246986
0.563	0.00247145
0.5635	0.00247066
0.564	0.00247076
0.5645	0.00247089
0.565	0.00246998
0.5655	0.00246994
0.566	0.0024699
0.5665	0.00247088
0.567	0.00247124
0.5675	0.00247031
0.568	0.00247121
0.5685	0.00246873
0.569	0.00247052
0.5695	0.00247189
0.57	0.00247067
0.5705	0.00246933
0.571	0.0024711
0.5715	0.00247107
0.572	0.00247044
0.5725	0.00246927
0.573	0.00247081
0.5735	0.00246959
0.574	0.00247026
0.5745	0.00247254
0.575	0.00247137
0.5755	0.00246992
0.576	0.00247069
0.5765	0.00247182
0.577	0.00247147
0.5775	0.00247029
0.578	0.00247025
0.5785	0.00247249
0.579	0.00247061
0.5795	0.00247141
0.58	0.00246936
0.5805	0.00246849
0.581	0.00247013
0.5815	0.00247094
0.582	0.0024681
0.5825	0.00247022
0.583	0.00246882
0.5835	0.00247026
0.584	0.00246954
0.5845	0.002469
0.585	0.00246895
0.5855	0.00247097
0.586	0.00247127
0.5865	0.00246966
0.587	0.00246836
0.5875	0.00247057
0.588	0.00247042
0.5885	0.00246958
0.589	0.00246947
0.5895	0.00247073
0.59	0.00247095
0.5905	0.00246927
0.591	0.00246932
0.5915	0.00246845
0.592	0.00247033
0.5925	0.00246949
0.593	0.00246975
0.5935	0.00246925
0.594	0.00246938
0.5945	0.00246952
0.595	0.00247075
0.5955	0.00246953
0.596	0.00247019
0.5965	0.00247011
0.597	0.00247055
0.5975	0.00246957
0.598	0.00247061
0.5985	0.00246927
0.599	0.00246903
0.5995	0.00246927
0.6	0.00247074
0.6005	0.00246975
0.601	0.00247035
0.6015	0.00246876
0.602	0.00246964
0.6025	0.00247107
0.603	0.0024688
0.6035	0.0024701
0.604	0.00246739
0.6045	0.00247079
0.605	0.00247043
0.6055	0.0024703
0.606	0.00247134
0.6065	0.00247047
0.607	0.00247178
0.6075	0.00247048
0.608	0.00246972
0.6085	0.00247203
0.609	0.00247001
0.6095	0.00247119
0.61	0.00247213
0.6105	0.00247162
0.611	0.00247147
0.6115	0.00247121
0.612	0.00247089
0.6125	0.00247096
0.613	0.00246908
0.6135	0.00247008
0.614	0.0024697
0.6145	0.00247115
0.615	0.00247168
0.6155	0.0024681
0.616	0.00246869
0.6165	0.00247115
0.617	0.00247008
0.6175	0.00247098
0.618	0.00246839
0.6185	0.0024704
0.619	0.00247001
0.6195	0.00247075
0.62	0.00246886
0.6205	0.00246911
0.621	0.00247122
0.6215	0.00246968
0.622	0.00246957
0.6225	0.00247037
0.623	0.00247051
0.6235	0.00247075
0.624	0.00246975
0.6245	0.00247128
0.625	0.00246948
0.6255	0.00246929
0.626	0.00246957
0.6265	0.00246915
0.627	0.00246938
0.6275	0.00247058
0.628	0.00247048
0.6285	0.00247169
0.629	0.00246956
0.6295	0.00247052
0.63	0.00246941
0.6305	0.00246968
0.631	0.00247094
0.6315	0.00246966
0.632	0.00246989
0.6325	0.00246929
0.633	0.00247172
0.6335	0.00247028
0.634	0.00247014
0.6345	0.0024701
0.635	0.00247072
0.6355	0.00247059
0.636	0.00246961
0.6365	0.00247151
0.637	0.00246961
0.6375	0.00247064
0.638	0.00247065
0.6385	0.00247024
0.639	0.00246914
0.6395	0.00247074
0.64	0.00247027
0.6405	0.00247179
0.641	0.00247298
0.6415	0.00247031
0.642	0.00247055
0.6425	0.00247115
0.643	0.00247257
0.6435	0.00246962
0.644	0.00247064
0.6445	0.00247102
0.645	0.00246962
0.6455	0.00246991
0.646	0.00247068
0.6465	0.00246981
0.647	0.00247018
0.6475	0.00246989
0.648	0.0024699
0.6485	0.0024699
0.649	0.00246848
0.6495	0.00247154
0.65	0.00246907
0.6505	0.0024704
0.651	0.00247056
0.6515	0.00246899
0.652	0.00246985
0.6525	0.00246829
0.653	0.00247088
0.6535	0.00246904
0.654	0.00246962
0.6545	0.0024702
0.655	0.00247052
0.6555	0.00246932
0.656	0.00247027
0.6565	0.00246984
0.657	0.00247138
0.6575	0.00247102
0.658	0.00247091
0.6585	0.00247038
0.659	0.0024703
0.6595	0.0024702
0.66	0.00246808
0.6605	0.00246994
0.661	0.00247039
0.6615	0.0024708
0.662	0.00247121
0.6625	0.00246848
0.663	0.00246983
0.6635	0.00246938
0.664	0.00246965
0.6645	0.00246937
0.665	0.00247009
