Time - Strain	Amplitude - Strain
0.1935	0.00258275
0.194	0.00258436
0.1945	0.00258417
0.195	0.00258332
0.1955	0.00258485
0.196	0.00258539
0.1965	0.0025823
0.197	0.00258324
0.1975	0.00258444
0.198	0.00258443
0.1985	0.00258559
0.199	0.00258469
0.1995	0.00258395
0.2	0.00258526
0.2005	0.00258388
0.201	0.00258338
0.2015	0.00258368
0.202	0.00258202
0.2025	0.00258688
0.203	0.00258306
0.2035	0.00258377
0.204	0.00258305
0.2045	0.002584
0.205	0.0025841
0.2055	0.00258383
0.206	0.0025826
0.2065	0.00258374
0.207	0.00258406
0.2075	0.00258287
0.208	0.00258412
0.2085	0.0025844
0.209	0.00258332
0.2095	0.0025837
0.21	0.00258478
0.2105	0.00258224
0.211	0.00258446
0.2115	0.00258431
0.212	0.00258275
0.2125	0.00258414
0.213	0.00258294
0.2135	0.00258393
0.214	0.00258292
0.2145	0.00258334
0.215	0.00258339
0.2155	0.00258224
0.216	0.00258213
0.2165	0.00258435
0.217	0.00258317
0.2175	0.00258399
0.218	0.00258166
0.2185	0.00258114
0.219	0.00258301
0.2195	0.00258245
0.22	0.00258212
0.2205	0.00258128
0.221	0.00258092
0.2215	0.00258233
0.222	0.00258203
0.2225	0.00258187
0.223	0.00258175
0.2235	0.00258256
0.224	0.00258125
0.2245	0.00258172
0.225	0.00258011
0.2255	0.00258093
0.226	0.00258222
0.2265	0.00258115
0.227	0.0025822
0.2275	0.00258123
0.228	0.00258196
0.2285	0.00258208
0.229	0.00258263
0.2295	0.00258198
0.23	0.0025832
0.2305	0.00258265
0.231	0.00258236
0.2315	0.00258185
0.232	0.00257979
0.2325	0.0025811
0.233	0.00258147
0.2335	0.00258208
0.234	0.00258157
0.2345	0.00258069
0.235	0.0025798
0.2355	0.00258038
0.236	0.00257992
0.2365	0.00258045
0.237	0.00257896
0.2375	0.0025797
0.238	0.00258014
0.2385	0.00258141
0.239	0.00258105
0.2395	0.00257817
0.24	0.00258014
0.2405	0.00258012
0.241	0.00257948
0.2415	0.00258132
0.242	0.00258049
0.2425	0.00258117
0.243	0.00258006
0.2435	0.00258117
0.244	0.00257882
0.2445	0.00258153
0.245	0.00258122
0.2455	0.00258077
0.246	0.00258082
0.2465	0.00258024
0.247	0.002582
0.2475	0.00258046
0.248	0.00258122
0.2485	0.00258044
0.249	0.00257919
0.2495	0.00258126
0.25	0.00258221
0.2505	0.00258056
0.251	0.00257991
0.2515	0.00257951
0.252	0.00258136
0.2525	0.00257994
0.253	0.00258133
0.2535	0.00258016
0.254	0.00258037
0.2545	0.00258157
0.255	0.00258095
0.2555	0.00258188
0.256	0.00258232
0.2565	0.00258094
0.257	0.00258155
0.2575	0.00258092
0.258	0.00258055
0.2585	0.00258163
0.259	0.00258239
0.2595	0.00258178
0.26	0.0025815
0.2605	0.00258225
0.261	0.00258133
0.2615	0.00258241
0.262	0.00258179
0.2625	0.00258215
0.263	0.0025827
0.2635	0.0025824
0.264	0.00258138
0.2645	0.00258275
0.265	0.00258112
0.2655	0.00258054
0.266	0.00258288
0.2665	0.00258118
0.267	0.00258177
0.2675	0.00258244
0.268	0.00258005
0.2685	0.00258217
0.269	0.00258063
0.2695	0.00258183
0.27	0.00258289
0.2705	0.00258115
0.271	0.00258169
0.2715	0.0025818
0.272	0.00258218
0.2725	0.00258149
0.273	0.00258165
0.2735	0.00258323
0.274	0.00258187
0.2745	0.00258215
0.275	0.00258218
0.2755	0.00258323
0.276	0.00258251
0.2765	0.00258347
0.277	0.00258298
0.2775	0.00258539
0.278	0.00258222
0.2785	0.00258493
0.279	0.00258415
0.2795	0.00258401
0.28	0.00258506
0.2805	0.00258579
0.281	0.00258214
0.2815	0.00258419
0.282	0.0025836
0.2825	0.00258552
0.283	0.00258561
0.2835	0.00258363
0.284	0.00258411
0.2845	0.00258181
0.285	0.00258547
0.2855	0.00258325
0.286	0.00258253
0.2865	0.00258379
0.287	0.0025839
0.2875	0.00258296
0.288	0.00258442
0.2885	0.00258424
0.289	0.00258404
0.2895	0.00258234
0.29	0.00258362
0.2905	0.00258333
0.291	0.00258395
0.2915	0.00258253
0.292	0.00258409
0.2925	0.0025836
0.293	0.00258469
0.2935	0.00258536
0.294	0.00258447
0.2945	0.00258586
0.295	0.00258446
0.2955	0.00258313
0.296	0.00258628
0.2965	0.00258491
0.297	0.00258491
0.2975	0.002584
0.298	0.00258344
0.2985	0.00258427
0.299	0.0025859
0.2995	0.00258371
0.3	0.00258394
0.3005	0.00258441
0.301	0.00258402
0.3015	0.00258514
0.302	0.00258478
0.3025	0.00258391
0.303	0.00258274
0.3035	0.00258495
0.304	0.0025838
0.3045	0.00258442
0.305	0.00258427
0.3055	0.00258289
0.306	0.00258503
0.3065	0.00258371
0.307	0.00258322
0.3075	0.00258387
0.308	0.00258586
0.3085	0.00258583
0.309	0.00258576
0.3095	0.002583
0.31	0.00258428
0.3105	0.00258463
0.311	0.0025841
0.3115	0.00258504
0.312	0.00258536
0.3125	0.00258249
0.313	0.00258336
0.3135	0.00258212
0.314	0.00258412
0.3145	0.00258249
0.315	0.00258402
0.3155	0.00258492
0.316	0.00258352
0.3165	0.00258412
0.317	0.00258352
0.3175	0.00258307
0.318	0.00258397
0.3185	0.00258154
0.319	0.00258303
0.3195	0.00258301
0.32	0.00258145
0.3205	0.00258173
0.321	0.00258244
0.3215	0.00258302
0.322	0.00258161
0.3225	0.00258276
0.323	0.0025823
0.3235	0.0025826
0.324	0.00258347
0.3245	0.00258249
0.325	0.0025827
0.3255	0.00258167
0.326	0.00258146
0.3265	0.00258271
0.327	0.00258149
0.3275	0.00258039
0.328	0.00258174
0.3285	0.00258173
0.329	0.00258454
0.3295	0.00258314
0.33	0.00258079
0.3305	0.00258227
0.331	0.00258238
0.3315	0.00258302
0.332	0.00258184
0.3325	0.00258146
0.333	0.0025821
0.3335	0.00258258
0.334	0.00258097
0.3345	0.00258068
0.335	0.00258059
0.3355	0.00258215
0.336	0.00258243
0.3365	0.00258107
0.337	0.002581
0.3375	0.00257813
0.338	0.00258061
0.3385	0.00258118
0.339	0.00258108
0.3395	0.00258261
0.34	0.00258237
0.3405	0.00257855
0.341	0.00258027
0.3415	0.00258106
0.342	0.00257967
0.3425	0.00258087
0.343	0.00258143
0.3435	0.0025802
0.344	0.00258284
0.3445	0.00258069
0.345	0.00258149
0.3455	0.00258155
0.346	0.00258101
0.3465	0.00258324
0.347	0.00258128
0.3475	0.00258078
0.348	0.00258077
0.3485	0.00258064
0.349	0.00258051
0.3495	0.00258094
0.35	0.00258145
0.3505	0.00258095
0.351	0.00258033
0.3515	0.00258184
0.352	0.00258067
0.3525	0.00258112
0.353	0.00258076
0.3535	0.00258021
0.354	0.00258021
0.3545	0.00258014
0.355	0.0025825
0.3555	0.00258032
0.356	0.00258068
0.3565	0.002581
0.357	0.00258199
0.3575	0.00257994
0.358	0.0025791
0.3585	0.00258141
0.359	0.00258174
0.3595	0.0025814
0.36	0.00258119
0.3605	0.00258183
0.361	0.00258209
0.3615	0.00258019
0.362	0.00258241
0.3625	0.00258134
0.363	0.00258196
0.3635	0.00258212
0.364	0.00258383
0.3645	0.00258186
0.365	0.00258334
0.3655	0.00258293
0.366	0.00258342
0.3665	0.00258126
0.367	0.002582
0.3675	0.00258192
0.368	0.00258092
0.3685	0.00258183
0.369	0.00258107
0.3695	0.00258001
0.37	0.00258104
0.3705	0.00258156
0.371	0.00258186
0.3715	0.002581
0.372	0.00258266
0.3725	0.00258191
0.373	0.00258245
0.3735	0.00258213
0.374	0.00258181
0.3745	0.00258383
0.375	0.002583
0.3755	0.00258317
0.376	0.00258227
0.3765	0.00258217
0.377	0.00258305
0.3775	0.00258309
0.378	0.00258128
0.3785	0.00258445
0.379	0.0025829
0.3795	0.00258265
0.38	0.00258317
0.3805	0.00258207
0.381	0.00258303
0.3815	0.00258302
0.382	0.00258496
0.3825	0.00258333
0.383	0.00258431
0.3835	0.00258316
0.384	0.00258379
0.3845	0.00258368
0.385	0.00258242
0.3855	0.00258315
0.386	0.00258245
0.3865	0.00258306
0.387	0.00258474
0.3875	0.00258288
0.388	0.00258387
0.3885	0.00258303
0.389	0.00258414
0.3895	0.00258323
0.39	0.00258444
0.3905	0.00258311
0.391	0.00258338
0.3915	0.00258577
0.392	0.00258518
0.3925	0.00258707
0.393	0.00258703
0.3935	0.00258458
0.394	0.00258435
0.3945	0.00258495
0.395	0.0025837
0.3955	0.00258359
0.396	0.00258729
0.3965	0.0025845
0.397	0.00258528
0.3975	0.00258424
0.398	0.00258383
0.3985	0.00258531
0.399	0.00258595
0.3995	0.00258361
0.4	0.0025855
0.4005	0.00258266
0.401	0.0025829
0.4015	0.00258476
0.402	0.00258224
0.4025	0.00258453
0.403	0.00258374
0.4035	0.00258383
0.404	0.00258338
0.4045	0.00258356
0.405	0.00258429
0.4055	0.00258334
0.406	0.00258392
0.4065	0.00258562
0.407	0.00258359
0.4075	0.00258476
0.408	0.00258293
0.4085	0.00258575
0.409	0.00258532
0.4095	0.00258453
0.41	0.00258576
0.4105	0.00258344
0.411	0.00258397
0.4115	0.00258293
0.412	0.00258168
0.4125	0.00258346
0.413	0.0025837
0.4135	0.00258413
0.414	0.0025832
0.4145	0.00258303
0.415	0.00258503
0.4155	0.00258333
0.416	0.00258366
0.4165	0.00258374
0.417	0.00258537
0.4175	0.00258311
0.418	0.00258306
0.4185	0.00258314
0.419	0.0025829
0.4195	0.00258171
0.42	0.00258485
0.4205	0.00258229
0.421	0.00258303
0.4215	0.0025831
0.422	0.0025816
0.4225	0.00258325
0.423	0.00258243
0.4235	0.00258344
0.424	0.00258459
0.4245	0.00258213
0.425	0.0025844
0.4255	0.00258336
0.426	0.00258278
0.4265	0.00258257
0.427	0.00258205
0.4275	0.00258548
0.428	0.00258234
0.4285	0.00258263
0.429	0.00258342
0.4295	0.00258213
0.43	0.00258222
0.4305	0.00258427
0.431	0.00258099
0.4315	0.00258227
0.432	0.00258269
0.4325	0.00258081
0.433	0.00258238
0.4335	0.00258221
0.434	0.00258108
0.4345	0.00258373
0.435	0.00258014
0.4355	0.00258264
0.436	0.00258171
0.4365	0.00257726
0.437	0.00258181
0.4375	0.00258143
0.438	0.00258105
0.4385	0.0025785
0.439	0.00257971
0.4395	0.00258296
0.44	0.00258101
0.4405	0.00258259
0.441	0.00258226
0.4415	0.00258196
0.442	0.0025814
0.4425	0.00258199
0.443	0.00258177
0.4435	0.00258329
0.444	0.0025809
0.4445	0.00258086
0.445	0.00258174
0.4455	0.00258139
0.446	0.00258073
0.4465	0.00258072
0.447	0.00258089
0.4475	0.00258006
0.448	0.00258207
0.4485	0.00258051
0.449	0.0025794
0.4495	0.00258018
0.45	0.00258121
0.4505	0.00258029
0.451	0.00258145
0.4515	0.00257991
0.452	0.00258105
0.4525	0.00258117
0.453	0.00258155
0.4535	0.00258104
0.454	0.00257991
0.4545	0.00257937
0.455	0.00258065
0.4555	0.00258101
0.456	0.00257928
0.4565	0.00257961
0.457	0.00258105
0.4575	0.00257975
0.458	0.0025828
0.4585	0.00258169
0.459	0.00257978
0.4595	0.00258185
0.46	0.00258124
0.4605	0.00258066
0.461	0.00258179
0.4615	0.00258042
0.462	0.00258185
0.4625	0.00258214
0.463	0.00258082
0.4635	0.0025821
0.464	0.00258124
0.4645	0.00258088
0.465	0.00258176
0.4655	0.00258155
0.466	0.00258135
0.4665	0.00258051
0.467	0.00258124
0.4675	0.00258046
0.468	0.00258018
0.4685	0.00258207
0.469	0.00258033
0.4695	0.00258036
0.47	0.00258122
0.4705	0.00258265
0.471	0.00258097
0.4715	0.00258003
0.472	0.00258166
0.4725	0.00258335
0.473	0.00258162
0.4735	0.00258365
0.474	0.00258159
0.4745	0.00258101
0.475	0.00258273
0.4755	0.00258188
0.476	0.00258262
0.4765	0.00258346
0.477	0.00258068
0.4775	0.00258264
0.478	0.00258248
0.4785	0.00258327
0.479	0.0025843
0.4795	0.00258211
0.48	0.00258144
0.4805	0.00258411
0.481	0.00258194
0.4815	0.00258172
0.482	0.00258159
0.4825	0.00258222
0.483	0.00258276
0.4835	0.00258284
0.484	0.00258427
0.4845	0.0025816
0.485	0.00258206
0.4855	0.0025841
0.486	0.00258193
0.4865	0.00258405
0.487	0.00258098
0.4875	0.00258265
0.488	0.00258281
0.4885	0.00258236
0.489	0.00258252
0.4895	0.00258354
0.49	0.00258292
0.4905	0.00258335
0.491	0.00258227
0.4915	0.00258389
0.492	0.00258485
0.4925	0.0025843
0.493	0.00258365
0.4935	0.00258329
0.494	0.00258584
0.4945	0.00258572
0.495	0.00258394
0.4955	0.00258505
0.496	0.00258463
0.4965	0.00258453
0.497	0.00258418
0.4975	0.00258498
0.498	0.00258463
0.4985	0.00258426
0.499	0.00258404
0.4995	0.0025844
0.5	0.00258352
0.5005	0.00258563
0.501	0.0025844
0.5015	0.00258351
0.502	0.00258251
0.5025	0.00258502
0.503	0.0025845
0.5035	0.00258353
0.504	0.00258348
0.5045	0.0025838
0.505	0.00258444
0.5055	0.00258404
0.506	0.00258455
0.5065	0.00258584
0.507	0.00258481
0.5075	0.00258477
0.508	0.00258392
0.5085	0.0025831
0.509	0.00258342
0.5095	0.00258254
0.51	0.00258541
0.5105	0.00258491
0.511	0.00258543
0.5115	0.00258532
0.512	0.00258465
0.5125	0.00258408
0.513	0.00258529
0.5135	0.00258456
0.514	0.00258326
0.5145	0.00258416
0.515	0.00258458
0.5155	0.00258449
0.516	0.00258444
0.5165	0.00258325
0.517	0.00258353
0.5175	0.00258343
0.518	0.0025836
0.5185	0.00258366
0.519	0.00258234
0.5195	0.00258233
0.52	0.00258342
0.5205	0.00258363
0.521	0.00258081
0.5215	0.00258097
0.522	0.00258222
0.5225	0.00258253
0.523	0.00258274
0.5235	0.00258388
0.524	0.00258236
0.5245	0.00258395
0.525	0.00258234
0.5255	0.00258437
0.526	0.00258343
0.5265	0.00258316
0.527	0.00258322
0.5275	0.0025836
0.528	0.00258209
0.5285	0.00258342
0.529	0.00258341
0.5295	0.00258214
0.53	0.00258127
0.5305	0.00258248
0.531	0.00258253
0.5315	0.00258195
0.532	0.00258217
0.5325	0.00258162
0.533	0.00258127
0.5335	0.00258305
0.534	0.00258058
0.5345	0.00258084
0.535	0.0025818
0.5355	0.0025813
0.536	0.00258144
0.5365	0.00258176
0.537	0.00258207
0.5375	0.00257988
0.538	0.00258177
0.5385	0.00258233
0.539	0.00258145
0.5395	0.00258141
0.54	0.00258161
0.5405	0.0025815
0.541	0.00258118
0.5415	0.00258152
0.542	0.00258104
0.5425	0.00258058
0.543	0.00258191
0.5435	0.00258244
0.544	0.00257946
0.5445	0.00258112
0.545	0.00258033
0.5455	0.00258072
0.546	0.00258192
0.5465	0.00258063
0.547	0.00258035
0.5475	0.00258158
0.548	0.00258264
0.5485	0.00258078
0.549	0.00258056
0.5495	0.00258006
0.55	0.00258316
0.5505	0.00258099
0.551	0.00258123
0.5515	0.00258254
0.552	0.00258099
0.5525	0.00258075
0.553	0.0025815
0.5535	0.00258079
0.554	0.00258089
0.5545	0.00258067
0.555	0.00258201
0.5555	0.00258036
0.556	0.00257974
0.5565	0.00258222
0.557	0.00258197
0.5575	0.00258095
0.558	0.00257954
0.5585	0.00257953
0.559	0.00258033
0.5595	0.00258032
0.56	0.00258274
0.5605	0.00258277
0.561	0.00258181
0.5615	0.00258221
0.562	0.00258118
0.5625	0.00258061
0.563	0.00258131
0.5635	0.00258103
0.564	0.00258245
0.5645	0.00258019
0.565	0.00258227
0.5655	0.0025827
0.566	0.00258166
0.5665	0.00258135
0.567	0.00258097
0.5675	0.00258089
0.568	0.0025791
0.5685	0.00257976
0.569	0.00258154
0.5695	0.00258102
0.57	0.0025806
0.5705	0.00258109
0.571	0.00258
0.5715	0.00258159
0.572	0.00258199
0.5725	0.00258064
0.573	0.00258188
0.5735	0.0025813
0.574	0.00258222
0.5745	0.0025826
0.575	0.00258238
0.5755	0.00258103
0.576	0.00258247
0.5765	0.00258391
0.577	0.00258467
0.5775	0.00258212
0.578	0.00258311
0.5785	0.0025822
0.579	0.00258198
0.5795	0.00258238
0.58	0.00258453
0.5805	0.00258435
0.581	0.00258194
0.5815	0.00258335
0.582	0.00258277
0.5825	0.00258203
0.583	0.00258347
0.5835	0.00258102
0.584	0.00258183
0.5845	0.00258271
0.585	0.00258394
0.5855	0.0025842
0.586	0.00258194
0.5865	0.00258279
0.587	0.00258199
0.5875	0.00258221
0.588	0.00258444
0.5885	0.00258317
0.589	0.00258287
0.5895	0.00258333
0.59	0.00258173
0.5905	0.00258424
0.591	0.00258386
0.5915	0.00258369
0.592	0.0025839
0.5925	0.00258294
0.593	0.00258514
0.5935	0.00258517
0.594	0.00258347
0.5945	0.00258392
0.595	0.0025842
0.5955	0.00258464
0.596	0.00258417
0.5965	0.00258338
0.597	0.00258473
0.5975	0.00258288
0.598	0.00258288
0.5985	0.00258369
0.599	0.00258405
0.5995	0.00258486
0.6	0.00258537
0.6005	0.0025824
0.601	0.00258575
0.6015	0.00258438
0.602	0.00258353
0.6025	0.00258616
0.603	0.00258328
0.6035	0.0025852
0.604	0.00258344
0.6045	0.0025844
0.605	0.00258374
0.6055	0.00258414
0.606	0.002586
0.6065	0.0025835
0.607	0.00258332
0.6075	0.00258444
0.608	0.00258414
0.6085	0.00258508
0.609	0.0025836
0.6095	0.00258469
0.61	0.00258595
0.6105	0.00258356
0.611	0.00258404
0.6115	0.00258451
0.612	0.0025837
0.6125	0.00258393
0.613	0.00258468
0.6135	0.00258579
0.614	0.00258398
0.6145	0.00258501
0.615	0.00258755
0.6155	0.00258428
0.616	0.0025821
0.6165	0.00258212
0.617	0.00258481
0.6175	0.0025833
0.618	0.00258341
0.6185	0.0025819
0.619	0.00258274
0.6195	0.00258258
0.62	0.00258374
0.6205	0.00258391
0.621	0.00258283
0.6215	0.00258375
0.622	0.00258425
0.6225	0.00258268
0.623	0.00258236
0.6235	0.00258271
0.624	0.00258284
0.6245	0.00258371
0.625	0.002582
0.6255	0.00258462
0.626	0.00258161
0.6265	0.00258451
0.627	0.00258381
0.6275	0.0025822
0.628	0.00258306
0.6285	0.00258314
0.629	0.00258142
0.6295	0.00258189
0.63	0.00258262
0.6305	0.00258363
0.631	0.00258273
0.6315	0.00258315
0.632	0.00258087
0.6325	0.00258244
0.633	0.00258127
0.6335	0.00258103
0.634	0.00258281
0.6345	0.00258139
0.635	0.00257989
0.6355	0.00258138
0.636	0.00258245
0.6365	0.00258176
0.637	0.00258169
0.6375	0.00258306
0.638	0.00257993
0.6385	0.00258193
0.639	0.00258029
0.6395	0.0025803
0.64	0.0025836
0.6405	0.00258169
0.641	0.00258208
0.6415	0.00258195
0.642	0.00258083
0.6425	0.00258145
0.643	0.00258168
0.6435	0.0025816
0.644	0.00258148
0.6445	0.00258202
0.645	0.00258023
0.6455	0.00258207
0.646	0.00258383
0.6465	0.00258144
0.647	0.0025818
0.6475	0.00258086
0.648	0.00258125
0.6485	0.00258134
0.649	0.00257859
0.6495	0.00258122
0.65	0.00258255
0.6505	0.00258078
0.651	0.00258118
0.6515	0.00258193
0.652	0.00257917
0.6525	0.00258247
0.653	0.00258136
0.6535	0.00257962
0.654	0.00257965
0.6545	0.00258135
0.655	0.00258114
0.6555	0.00257957
0.656	0.00257992
0.6565	0.00258054
0.657	0.00258184
0.6575	0.00258086
0.658	0.00258132
0.6585	0.00258101
0.659	0.00258136
0.6595	0.00258
0.66	0.00258092
0.6605	0.00258064
0.661	0.00258192
0.6615	0.00258111
0.662	0.00258155
0.6625	0.00258192
0.663	0.00258109
0.6635	0.00258298
0.664	0.00258166
0.6645	0.00257963
0.665	0.00258133
