Time - Strain	Amplitude - Strain
0.198	0.00238307
0.1985	0.00238109
0.199	0.00238023
0.1995	0.00238081
0.2	0.00237942
0.2005	0.00238002
0.201	0.00238028
0.2015	0.00238054
0.202	0.00238058
0.2025	0.00238094
0.203	0.00238066
0.2035	0.00238022
0.204	0.00238262
0.2045	0.0023795
0.205	0.00238293
0.2055	0.00238153
0.206	0.00238137
0.2065	0.00238216
0.207	0.0023817
0.2075	0.00238147
0.208	0.00238021
0.2085	0.00238375
0.209	0.00237965
0.2095	0.00238122
0.21	0.00238087
0.2105	0.00238176
0.211	0.00238311
0.2115	0.00237926
0.212	0.00238254
0.2125	0.00238186
0.213	0.00238059
0.2135	0.00238088
0.214	0.00238006
0.2145	0.00238136
0.215	0.0023794
0.2155	0.00237928
0.216	0.00238026
0.2165	0.00238023
0.217	0.00238058
0.2175	0.00238074
0.218	0.00238101
0.2185	0.0023792
0.219	0.00238027
0.2195	0.00238252
0.22	0.00238241
0.2205	0.00238072
0.221	0.00238193
0.2215	0.00238071
0.222	0.00238026
0.2225	0.00238058
0.223	0.0023803
0.2235	0.00238146
0.224	0.00238167
0.2245	0.00238134
0.225	0.0023814
0.2255	0.00238055
0.226	0.00238059
0.2265	0.00238059
0.227	0.00238162
0.2275	0.00238131
0.228	0.00238095
0.2285	0.00237897
0.229	0.00238025
0.2295	0.00238113
0.23	0.00237987
0.2305	0.00237989
0.231	0.00237911
0.2315	0.00238008
0.232	0.00237964
0.2325	0.00238073
0.233	0.00238171
0.2335	0.00238063
0.234	0.00237884
0.2345	0.00238108
0.235	0.00238044
0.2355	0.00238011
0.236	0.00238107
0.2365	0.00238148
0.237	0.00238052
0.2375	0.00238082
0.238	0.00238098
0.2385	0.00238111
0.239	0.00237974
0.2395	0.0023795
0.24	0.00238046
0.2405	0.0023819
0.241	0.0023811
0.2415	0.00238195
0.242	0.00237975
0.2425	0.0023807
0.243	0.00238209
0.2435	0.00238059
0.244	0.00238086
0.2445	0.0023793
0.245	0.00238103
0.2455	0.00237959
0.246	0.00238034
0.2465	0.00237876
0.247	0.0023803
0.2475	0.00238098
0.248	0.00237876
0.2485	0.0023797
0.249	0.00238159
0.2495	0.00238074
0.25	0.00238029
0.2505	0.00237964
0.251	0.00237928
0.2515	0.0023814
0.252	0.00237997
0.2525	0.00237972
0.253	0.00238118
0.2535	0.00238092
0.254	0.00238014
0.2545	0.00238023
0.255	0.00238036
0.2555	0.00238171
0.256	0.00238052
0.2565	0.00238182
0.257	0.00238176
0.2575	0.00238166
0.258	0.00238213
0.2585	0.00238073
0.259	0.00238062
0.2595	0.00238072
0.26	0.00238237
0.2605	0.0023802
0.261	0.00237973
0.2615	0.00238046
0.262	0.0023801
0.2625	0.00238016
0.263	0.00237992
0.2635	0.00238052
0.264	0.00237991
0.2645	0.00238059
0.265	0.00238086
0.2655	0.00237932
0.266	0.00238069
0.2665	0.00237901
0.267	0.00238046
0.2675	0.00237952
0.268	0.00238103
0.2685	0.00237945
0.269	0.00237864
0.2695	0.0023792
0.27	0.00238064
0.2705	0.00238049
0.271	0.00238075
0.2715	0.0023793
0.272	0.00237992
0.2725	0.00238239
0.273	0.00238159
0.2735	0.00238018
0.274	0.00238042
0.2745	0.00237964
0.275	0.00238113
0.2755	0.00238109
0.276	0.0023811
0.2765	0.00238087
0.277	0.00238221
0.2775	0.00238102
0.278	0.00237934
0.2785	0.00238067
0.279	0.00238082
0.2795	0.00238024
0.28	0.00238243
0.2805	0.00237882
0.281	0.00237966
0.2815	0.00237988
0.282	0.00237947
0.2825	0.00238096
0.283	0.00238074
0.2835	0.00238045
0.284	0.00237981
0.2845	0.00238042
0.285	0.0023802
0.2855	0.00238223
0.286	0.00237894
0.2865	0.00238084
0.287	0.00238173
0.2875	0.00238122
0.288	0.00238016
0.2885	0.00238087
0.289	0.00238026
0.2895	0.0023818
0.29	0.00237963
0.2905	0.00238068
0.291	0.00238036
0.2915	0.00237912
0.292	0.00238055
0.2925	0.00238078
0.293	0.0023819
0.2935	0.00238094
0.294	0.00237956
0.2945	0.0023799
0.295	0.00238129
0.2955	0.00237951
0.296	0.00238113
0.2965	0.0023795
0.297	0.00237977
0.2975	0.00238023
0.298	0.00238095
0.2985	0.00238188
0.299	0.00237978
0.2995	0.00238184
0.3	0.00238066
0.3005	0.00238066
0.301	0.00238011
0.3015	0.00237888
0.302	0.00237946
0.3025	0.00238135
0.303	0.00238023
0.3035	0.00238021
0.304	0.00238059
0.3045	0.00237936
0.305	0.00238056
0.3055	0.00238013
0.306	0.00238014
0.3065	0.00238058
0.307	0.0023801
0.3075	0.00238096
0.308	0.00238074
0.3085	0.00238036
0.309	0.0023791
0.3095	0.00237993
0.31	0.00238227
0.3105	0.0023816
0.311	0.00238044
0.3115	0.00238047
0.312	0.0023809
0.3125	0.00238064
0.313	0.00238028
0.3135	0.00237997
0.314	0.00237996
0.3145	0.00237987
0.315	0.00237958
0.3155	0.00238216
0.316	0.00238209
0.3165	0.00237896
0.317	0.00238208
0.3175	0.00238023
0.318	0.00238033
0.3185	0.0023805
0.319	0.00237945
0.3195	0.00238113
0.32	0.00238136
0.3205	0.00238116
0.321	0.00238244
0.3215	0.00238224
0.322	0.00238026
0.3225	0.00238158
0.323	0.00238061
0.3235	0.0023818
0.324	0.00238035
0.3245	0.00238137
0.325	0.00238077
0.3255	0.00238184
0.326	0.00237973
0.3265	0.00238186
0.327	0.00237977
0.3275	0.00238099
0.328	0.0023813
0.3285	0.00238114
0.329	0.00238296
0.3295	0.00238136
0.33	0.00238143
0.3305	0.00238051
0.331	0.00238128
0.3315	0.00238014
0.332	0.00238024
0.3325	0.00238081
0.333	0.00238059
0.3335	0.00237975
0.334	0.0023806
0.3345	0.00238074
0.335	0.0023796
0.3355	0.00237979
0.336	0.00237978
0.3365	0.00238174
0.337	0.00238051
0.3375	0.00238038
0.338	0.00237867
0.3385	0.00238121
0.339	0.00238059
0.3395	0.00238049
0.34	0.0023804
0.3405	0.00238058
0.341	0.00238009
0.3415	0.00238085
0.342	0.00238091
0.3425	0.0023804
0.343	0.00238172
0.3435	0.00238023
0.344	0.00238
0.3445	0.0023819
0.345	0.00238028
0.3455	0.00238056
0.346	0.00238182
0.3465	0.00238039
0.347	0.00238128
0.3475	0.00237896
0.348	0.00238009
0.3485	0.00238175
0.349	0.0023809
0.3495	0.00237998
0.35	0.00238094
0.3505	0.00238067
0.351	0.00238068
0.3515	0.00238032
0.352	0.00238018
0.3525	0.00237988
0.353	0.00238138
0.3535	0.00238084
0.354	0.00238128
0.3545	0.00238077
0.355	0.00238139
0.3555	0.00238138
0.356	0.00238103
0.3565	0.00238077
0.357	0.0023807
0.3575	0.00237924
0.358	0.00238225
0.3585	0.00238057
0.359	0.00238211
0.3595	0.00238082
0.36	0.00238047
0.3605	0.00238183
0.361	0.00238027
0.3615	0.00237996
0.362	0.0023797
0.3625	0.00237938
0.363	0.00238142
0.3635	0.00238111
0.364	0.00237985
0.3645	0.00237985
0.365	0.00238125
0.3655	0.0023794
0.366	0.00237909
0.3665	0.00238251
0.367	0.00237895
0.3675	0.00238051
0.368	0.00238132
0.3685	0.00237867
0.369	0.00238194
0.3695	0.00238091
0.37	0.00238131
0.3705	0.0023818
0.371	0.00238054
0.3715	0.0023815
0.372	0.00238179
0.3725	0.00238246
0.373	0.00237979
0.3735	0.00238153
0.374	0.0023784
0.3745	0.00238184
0.375	0.00238049
0.3755	0.00238053
0.376	0.00238141
0.3765	0.00238045
0.377	0.00238065
0.3775	0.00237957
0.378	0.00238232
0.3785	0.00237984
0.379	0.00238212
0.3795	0.00238024
0.38	0.00238163
0.3805	0.00238013
0.381	0.00237984
0.3815	0.00238089
0.382	0.0023808
0.3825	0.00237957
0.383	0.00238011
0.3835	0.00238069
0.384	0.00238252
0.3845	0.00238107
0.385	0.00238005
0.3855	0.00238197
0.386	0.0023808
0.3865	0.00238188
0.387	0.00238005
0.3875	0.0023811
0.388	0.00237988
0.3885	0.00237996
0.389	0.00238124
0.3895	0.00238028
0.39	0.0023809
0.3905	0.0023804
0.391	0.00238077
0.3915	0.00238059
0.392	0.00238114
0.3925	0.00238056
0.393	0.00238126
0.3935	0.0023823
0.394	0.00238161
0.3945	0.00238077
0.395	0.00237968
0.3955	0.0023819
0.396	0.00238009
0.3965	0.00238098
0.397	0.00238072
0.3975	0.00238017
0.398	0.00238018
0.3985	0.00238071
0.399	0.00237923
0.3995	0.0023807
0.4	0.0023817
0.4005	0.00238116
0.401	0.00238113
0.4015	0.00237954
0.402	0.00238063
0.4025	0.00238114
0.403	0.00238029
0.4035	0.00238026
0.404	0.00237995
0.4045	0.00238046
0.405	0.00238035
0.4055	0.00238115
0.406	0.00238162
0.4065	0.00237995
0.407	0.00238172
0.4075	0.00238343
0.408	0.00238125
0.4085	0.00238229
0.409	0.00238085
0.4095	0.00238172
0.41	0.00238266
0.4105	0.00238077
0.411	0.00238317
0.4115	0.00238162
0.412	0.00238128
0.4125	0.00238089
0.413	0.00237981
0.4135	0.00238214
0.414	0.00238053
0.4145	0.00238072
0.415	0.00238059
0.4155	0.00238138
0.416	0.00238078
0.4165	0.00238118
0.417	0.00237937
0.4175	0.0023804
0.418	0.00237997
0.4185	0.00238162
0.419	0.00238164
0.4195	0.0023805
0.42	0.00238032
0.4205	0.00238094
0.421	0.00238072
0.4215	0.00238055
0.422	0.0023813
0.4225	0.00237995
0.423	0.00238131
0.4235	0.00238082
0.424	0.00238113
0.4245	0.00238091
0.425	0.00237979
0.4255	0.00238249
0.426	0.00238115
0.4265	0.00238105
0.427	0.0023812
0.4275	0.00238058
0.428	0.00237993
0.4285	0.00238159
0.429	0.00238052
0.4295	0.00238118
0.43	0.0023811
0.4305	0.00238044
0.431	0.00238004
0.4315	0.00237843
0.432	0.00238137
0.4325	0.00237972
0.433	0.00238094
0.4335	0.00238062
0.434	0.0023781
0.4345	0.00238032
0.435	0.00237835
0.4355	0.00238015
0.436	0.00238054
0.4365	0.00238076
0.437	0.00237991
0.4375	0.00238195
0.438	0.00238153
0.4385	0.00238186
0.439	0.00238193
0.4395	0.00238175
0.44	0.00238222
0.4405	0.00237988
0.441	0.00238229
0.4415	0.00238204
0.442	0.00238083
0.4425	0.00237944
0.443	0.00238124
0.4435	0.00238158
0.444	0.00238053
0.4445	0.00238209
0.445	0.00238078
0.4455	0.0023811
0.446	0.00238139
0.4465	0.00237963
0.447	0.00238026
0.4475	0.00238153
0.448	0.00238022
0.4485	0.00237952
0.449	0.002381
0.4495	0.00237987
0.45	0.00238149
0.4505	0.00237982
0.451	0.00238073
0.4515	0.00238136
0.452	0.00238073
0.4525	0.00238027
0.453	0.00238046
0.4535	0.00238023
0.454	0.00238157
0.4545	0.00238002
0.455	0.00237959
0.4555	0.00238007
0.456	0.00238077
0.4565	0.00238027
0.457	0.00238083
0.4575	0.00238126
0.458	0.00238004
0.4585	0.00238172
0.459	0.00238079
0.4595	0.00238053
0.46	0.00238178
0.4605	0.00237976
0.461	0.00237897
0.4615	0.00238172
0.462	0.00238134
0.4625	0.00238234
0.463	0.00238105
0.4635	0.00238085
0.464	0.00237992
0.4645	0.00238023
0.465	0.00238077
0.4655	0.00237975
0.466	0.0023807
0.4665	0.00238078
0.467	0.00237905
0.4675	0.00238041
0.468	0.00238119
0.4685	0.00237971
0.469	0.00238081
0.4695	0.00238078
0.47	0.0023796
0.4705	0.00237986
0.471	0.00238206
0.4715	0.00238248
0.472	0.0023819
0.4725	0.00238027
0.473	0.00238033
0.4735	0.0023814
0.474	0.00238133
0.4745	0.00237977
0.475	0.00238092
0.4755	0.00238223
0.476	0.00238172
0.4765	0.00238059
0.477	0.00238159
0.4775	0.00238028
0.478	0.00237956
0.4785	0.00238179
0.479	0.00238116
0.4795	0.00238044
0.48	0.00238178
0.4805	0.00238054
0.481	0.00237951
0.4815	0.00237959
0.482	0.00237969
0.4825	0.00238027
0.483	0.0023796
0.4835	0.00238105
0.484	0.00237923
0.4845	0.00238021
0.485	0.00238254
0.4855	0.00238218
0.486	0.00237865
0.4865	0.00237893
0.487	0.0023807
0.4875	0.0023811
0.488	0.00238215
0.4885	0.00238234
0.489	0.00238397
0.4895	0.00238041
0.49	0.00237979
0.4905	0.00238256
0.491	0.00238063
0.4915	0.00238216
0.492	0.00238329
0.4925	0.00238014
0.493	0.00237976
0.4935	0.00238116
0.494	0.00237963
0.4945	0.00238009
0.495	0.00238017
0.4955	0.00238161
0.496	0.00238139
0.4965	0.00238009
0.497	0.00238053
0.4975	0.00238026
0.498	0.00238084
0.4985	0.00237909
0.499	0.00237916
0.4995	0.00237862
0.5	0.00238073
0.5005	0.00238083
0.501	0.00238197
0.5015	0.00238017
0.502	0.00238025
0.5025	0.00237992
0.503	0.00238046
0.5035	0.00237958
0.504	0.00238051
0.5045	0.00238131
0.505	0.00238182
0.5055	0.00238375
0.506	0.00238155
0.5065	0.00238149
0.507	0.00238223
0.5075	0.00238061
0.508	0.00238033
0.5085	0.00238119
0.509	0.00238053
0.5095	0.00238206
0.51	0.0023814
0.5105	0.00238122
0.511	0.00238347
0.5115	0.00238062
0.512	0.00238133
0.5125	0.00238269
0.513	0.00238105
0.5135	0.00238292
0.514	0.00238217
0.5145	0.00238019
0.515	0.00238067
0.5155	0.00237934
0.516	0.00238087
0.5165	0.00237875
0.517	0.00238055
0.5175	0.00238081
0.518	0.00238049
0.5185	0.0023811
0.519	0.0023813
0.5195	0.00238128
0.52	0.00237973
0.5205	0.00238129
0.521	0.00238107
0.5215	0.00238035
0.522	0.00238117
0.5225	0.00238245
0.523	0.00237932
0.5235	0.00238003
0.524	0.00238389
0.5245	0.00238162
0.525	0.00238094
0.5255	0.00238099
0.526	0.00238116
0.5265	0.00238181
0.527	0.00238168
0.5275	0.00238205
0.528	0.00238177
0.5285	0.00238162
0.529	0.00237985
0.5295	0.00238035
0.53	0.00238072
0.5305	0.00238027
0.531	0.00238152
0.5315	0.00238163
0.532	0.00238049
0.5325	0.00237971
0.533	0.00238159
0.5335	0.00237948
0.534	0.0023803
0.5345	0.00237914
0.535	0.00238095
0.5355	0.00238019
0.536	0.00238097
0.5365	0.00238251
0.537	0.00237957
0.5375	0.0023806
0.538	0.00238114
0.5385	0.00238015
0.539	0.0023799
0.5395	0.00238069
0.54	0.00238101
0.5405	0.00238114
0.541	0.00238099
0.5415	0.00238033
0.542	0.0023812
0.5425	0.00238009
0.543	0.00238
0.5435	0.00237956
0.544	0.00237944
0.5445	0.00238134
0.545	0.00238042
0.5455	0.00237974
0.546	0.00238082
0.5465	0.00238073
0.547	0.00237981
0.5475	0.00238015
0.548	0.0023803
0.5485	0.00238164
0.549	0.00238278
0.5495	0.00238078
0.55	0.00237919
0.5505	0.00238117
0.551	0.00238023
0.5515	0.00237996
0.552	0.00237993
0.5525	0.00238077
0.553	0.00238052
0.5535	0.00238016
0.554	0.00238085
0.5545	0.00238193
0.555	0.0023809
0.5555	0.0023805
0.556	0.00238177
0.5565	0.00237999
0.557	0.00238126
0.5575	0.00238159
0.558	0.00238057
0.5585	0.00238221
0.559	0.00238166
0.5595	0.00238117
0.56	0.00238052
0.5605	0.00238098
0.561	0.00238027
0.5615	0.00238127
0.562	0.00237891
0.5625	0.00238119
0.563	0.0023804
0.5635	0.00238269
0.564	0.00238054
0.5645	0.00238034
0.565	0.00237867
0.5655	0.00238005
0.566	0.00238238
0.5665	0.00238003
0.567	0.00238048
0.5675	0.00238004
0.568	0.00238177
0.5685	0.0023793
0.569	0.00238001
0.5695	0.00238033
0.57	0.00237963
0.5705	0.0023796
0.571	0.00238057
0.5715	0.00238265
0.572	0.00238098
0.5725	0.00238027
0.573	0.00238045
0.5735	0.00238
0.574	0.00238324
0.5745	0.00238112
0.575	0.00238191
0.5755	0.0023818
0.576	0.0023815
0.5765	0.00238061
0.577	0.00238206
0.5775	0.00238096
0.578	0.00237947
0.5785	0.00238082
0.579	0.0023809
0.5795	0.00238113
0.58	0.00238034
0.5805	0.00238144
0.581	0.00238054
0.5815	0.00238172
0.582	0.00237867
0.5825	0.00238041
0.583	0.00238044
0.5835	0.00238119
0.584	0.00238183
0.5845	0.00237938
0.585	0.00237915
0.5855	0.00237983
0.586	0.00238094
0.5865	0.00238011
0.587	0.00238061
0.5875	0.00238004
0.588	0.00238126
0.5885	0.00237912
0.589	0.00238065
0.5895	0.0023818
0.59	0.00238029
0.5905	0.00238122
0.591	0.00238069
0.5915	0.00238035
0.592	0.00238028
0.5925	0.00238146
0.593	0.00238182
0.5935	0.00238363
0.594	0.00237933
0.5945	0.00238042
0.595	0.00238103
0.5955	0.00238077
0.596	0.00238012
0.5965	0.00237928
0.597	0.00237982
0.5975	0.00238053
0.598	0.0023804
0.5985	0.00238007
0.599	0.00238073
0.5995	0.0023794
0.6	0.00238117
0.6005	0.00238057
0.601	0.00238086
0.6015	0.00238221
0.602	0.00238114
0.6025	0.0023799
0.603	0.00238105
0.6035	0.00238025
0.604	0.00238
0.6045	0.0023797
0.605	0.00237973
0.6055	0.00238041
0.606	0.00238244
0.6065	0.00238158
0.607	0.00238174
0.6075	0.00238001
0.608	0.00238019
0.6085	0.00238078
0.609	0.00238231
0.6095	0.00238107
0.61	0.00238018
0.6105	0.00238236
0.611	0.00238154
0.6115	0.0023808
0.612	0.00238069
0.6125	0.00238096
0.613	0.00237889
0.6135	0.0023808
0.614	0.00238176
0.6145	0.00237954
0.615	0.00238076
0.6155	0.00238105
0.616	0.00238229
0.6165	0.00237843
0.617	0.002381
0.6175	0.00238022
0.618	0.002381
0.6185	0.00238134
0.619	0.00237981
0.6195	0.00238045
0.62	0.00237924
0.6205	0.00237959
0.621	0.00238046
0.6215	0.00238125
0.622	0.00238055
0.6225	0.00238274
0.623	0.00238082
0.6235	0.00238103
0.624	0.00238058
0.6245	0.00237936
0.625	0.00238025
0.6255	0.00238032
0.626	0.0023802
0.6265	0.00238061
0.627	0.00238118
0.6275	0.00238133
0.628	0.00237993
0.6285	0.00238168
0.629	0.00238069
0.6295	0.00238006
0.63	0.00237978
0.6305	0.00237947
0.631	0.00237974
0.6315	0.00237972
0.632	0.00238086
0.6325	0.00238016
0.633	0.00237969
0.6335	0.00238159
0.634	0.00237821
0.6345	0.00237979
0.635	0.00238059
0.6355	0.00237968
0.636	0.00237966
0.6365	0.00238024
0.637	0.00238013
0.6375	0.00238194
0.638	0.00238125
0.6385	0.00238026
0.639	0.00238004
0.6395	0.00238059
0.64	0.00238076
0.6405	0.0023815
0.641	0.00238042
0.6415	0.00237961
0.642	0.00238221
0.6425	0.00238172
0.643	0.00238134
0.6435	0.00238014
0.644	0.00237945
0.6445	0.00238082
0.645	0.00238044
0.6455	0.002382
0.646	0.00238112
0.6465	0.00237999
0.647	0.0023823
0.6475	0.00237937
0.648	0.00238005
0.6485	0.0023792
0.649	0.00238018
0.6495	0.00238265
0.65	0.00237915
0.6505	0.00238049
0.651	0.00238041
0.6515	0.00238218
0.652	0.00238055
0.6525	0.00238002
0.653	0.002381
0.6535	0.00238077
0.654	0.00237998
0.6545	0.00238038
0.655	0.00238175
0.6555	0.00237956
0.656	0.00238137
0.6565	0.00238065
0.657	0.00238149
0.6575	0.00238083
0.658	0.0023801
0.6585	0.00238018
0.659	0.00238135
0.6595	0.00238175
0.66	0.0023818
0.6605	0.00237933
0.661	0.00238111
0.6615	0.00238014
0.662	0.00238103
0.6625	0.00238046
0.663	0.00237985
0.6635	0.00237923
0.664	0.00237996
0.6645	0.00238108
0.665	0.00237884
