Time - Strain	Amplitude - Strain
0.067	0.00237951
0.0675	0.00237959
0.068	0.00237991
0.0685	0.0023801
0.069	0.00237765
0.0695	0.00237771
0.07	0.0023792
0.0705	0.00237919
0.071	0.00237615
0.0715	0.0023782
0.072	0.00237865
0.0725	0.00237748
0.073	0.00237838
0.0735	0.00237847
0.074	0.00237969
0.0745	0.00237559
0.075	0.0023775
0.0755	0.00237847
0.076	0.00237635
0.0765	0.00237936
0.077	0.0023778
0.0775	0.00237894
0.078	0.00238023
0.0785	0.00237617
0.079	0.00237737
0.0795	0.00237881
0.08	0.00237781
0.0805	0.00237878
0.081	0.00237848
0.0815	0.00237952
0.082	0.00237941
0.0825	0.00237978
0.083	0.00237974
0.0835	0.00237897
0.084	0.00237856
0.0845	0.00237889
0.085	0.00237906
0.0855	0.00237862
0.086	0.00237874
0.0865	0.00237933
0.087	0.00237774
0.0875	0.00237779
0.088	0.00237759
0.0885	0.00237843
0.089	0.00237808
0.0895	0.00237722
0.09	0.00237807
0.0905	0.00237891
0.091	0.0023774
0.0915	0.00237801
0.092	0.00237888
0.0925	0.00237775
0.093	0.0023782
0.0935	0.00237853
0.094	0.00237739
0.0945	0.00237772
0.095	0.00237666
0.0955	0.00237831
0.096	0.00237888
0.0965	0.00237793
0.097	0.00238017
0.0975	0.00237777
0.098	0.00237831
0.0985	0.0023794
0.099	0.00238071
0.0995	0.00237898
0.1	0.0023792
0.1005	0.00237995
0.101	0.00237783
0.1015	0.00237927
0.102	0.00237909
0.1025	0.00237675
0.103	0.00237837
0.1035	0.00238016
0.104	0.00237862
0.1045	0.00237826
0.105	0.00238098
0.1055	0.00237791
0.106	0.00237694
0.1065	0.00237954
0.107	0.00237934
0.1075	0.00237865
0.108	0.00237774
0.1085	0.00237679
0.109	0.00237881
0.1095	0.00238041
0.11	0.00237627
0.1105	0.00237842
0.111	0.00237961
0.1115	0.00237978
0.112	0.00237912
0.1125	0.00237795
0.113	0.0023781
0.1135	0.00237855
0.114	0.00237732
0.1145	0.00238079
0.115	0.00237923
0.1155	0.00237996
0.116	0.00237811
0.1165	0.00237951
0.117	0.00237952
0.1175	0.00237839
0.118	0.00237799
0.1185	0.00237945
0.119	0.00237694
0.1195	0.00237794
0.12	0.00237832
0.1205	0.00237892
0.121	0.00237965
0.1215	0.00237844
0.122	0.0023793
0.1225	0.00237736
0.123	0.00237797
0.1235	0.00237893
0.124	0.00237735
0.1245	0.00237769
0.125	0.00237918
0.1255	0.00237655
0.126	0.00237756
0.1265	0.00237822
0.127	0.00237769
0.1275	0.00237725
0.128	0.00237906
0.1285	0.00237867
0.129	0.00237909
0.1295	0.00237943
0.13	0.00237806
0.1305	0.0023795
0.131	0.00237939
0.1315	0.00237743
0.132	0.0023784
0.1325	0.00237955
0.133	0.00237683
0.1335	0.00237908
0.134	0.00237905
0.1345	0.00238127
0.135	0.00237974
0.1355	0.0023789
0.136	0.00237866
0.1365	0.00237988
0.137	0.00237826
0.1375	0.00237909
0.138	0.0023774
0.1385	0.00237831
0.139	0.00237726
0.1395	0.00237688
0.14	0.00237945
0.1405	0.00237839
0.141	0.00237753
0.1415	0.0023778
0.142	0.00237933
0.1425	0.00237795
0.143	0.0023759
0.1435	0.00237987
0.144	0.00237748
0.1445	0.00237861
0.145	0.00237851
0.1455	0.00237817
0.146	0.00237831
0.1465	0.00238018
0.147	0.00237773
0.1475	0.00237937
0.148	0.0023793
0.1485	0.00237915
0.149	0.00237861
0.1495	0.00238023
0.15	0.00237846
0.1505	0.00237837
0.151	0.00237948
0.1515	0.00237752
0.152	0.0023787
0.1525	0.00237799
0.153	0.00237777
0.1535	0.00237845
0.154	0.00237894
0.1545	0.00237802
0.155	0.0023786
0.1555	0.00237753
0.156	0.00237842
0.1565	0.00237856
0.157	0.00237878
0.1575	0.00237902
0.158	0.00237883
0.1585	0.00237758
0.159	0.00237841
0.1595	0.0023781
0.16	0.00237898
0.1605	0.00237823
0.161	0.0023778
0.1615	0.00237964
0.162	0.00237564
0.1625	0.00237978
0.163	0.00237827
0.1635	0.00237816
0.164	0.00237801
0.1645	0.00237811
0.165	0.00237947
0.1655	0.00237917
0.166	0.00237889
0.1665	0.0023784
0.167	0.00237889
0.1675	0.00237799
0.168	0.00237861
0.1685	0.00237923
0.169	0.00237862
0.1695	0.00237794
0.17	0.0023806
0.1705	0.00237695
0.171	0.00237741
0.1715	0.00237918
0.172	0.00237834
0.1725	0.00237722
0.173	0.00237715
0.1735	0.00237562
0.174	0.00237691
0.1745	0.00237892
0.175	0.0023788
0.1755	0.00237745
0.176	0.00237948
0.1765	0.00237852
0.177	0.00237784
0.1775	0.00237729
0.178	0.00237812
0.1785	0.00237872
0.179	0.00237733
0.1795	0.00237797
0.18	0.00237725
0.1805	0.00237925
0.181	0.00237832
0.1815	0.00237976
0.182	0.00237719
0.1825	0.002377
0.183	0.0023789
0.1835	0.00237923
0.184	0.00237697
0.1845	0.00237755
0.185	0.00237951
0.1855	0.00237739
0.186	0.0023797
0.1865	0.00237898
0.187	0.00237905
0.1875	0.00237707
0.188	0.00237999
0.1885	0.00237745
0.189	0.00237875
0.1895	0.00237943
0.19	0.0023785
0.1905	0.00237879
0.191	0.00237845
0.1915	0.0023782
0.192	0.00237683
0.1925	0.00237741
0.193	0.00237819
0.1935	0.00237813
0.194	0.00237854
0.1945	0.00237802
0.195	0.00237911
0.1955	0.00237864
0.196	0.00237686
0.1965	0.00237915
0.197	0.00237769
0.1975	0.00237797
0.198	0.00237744
0.1985	0.00237929
0.199	0.00237745
0.1995	0.00237994
0.2	0.00237702
0.2005	0.00237869
0.201	0.00237768
0.2015	0.00237789
0.202	0.00237969
0.2025	0.0023788
0.203	0.00237812
0.2035	0.00237649
0.204	0.00237873
0.2045	0.00237854
0.205	0.00237707
0.2055	0.00237688
0.206	0.00237956
0.2065	0.00237771
0.207	0.00237797
0.2075	0.00237892
0.208	0.0023787
0.2085	0.00237898
0.209	0.00237861
0.2095	0.00238007
0.21	0.00237974
0.2105	0.00237759
0.211	0.00237863
0.2115	0.00237844
0.212	0.00237683
0.2125	0.00237709
0.213	0.00237779
0.2135	0.00237833
0.214	0.00237906
0.2145	0.00237963
0.215	0.00237824
0.2155	0.00237768
0.216	0.00237941
0.2165	0.0023795
0.217	0.00237989
0.2175	0.00237828
0.218	0.00237688
0.2185	0.00237837
0.219	0.00237954
0.2195	0.00237976
0.22	0.00237739
0.2205	0.00237813
0.221	0.00237935
0.2215	0.00237871
0.222	0.00237757
0.2225	0.00238013
0.223	0.00237834
0.2235	0.00237712
0.224	0.00237959
0.2245	0.00237903
0.225	0.00237886
0.2255	0.00237793
0.226	0.00237929
0.2265	0.00237719
0.227	0.0023767
0.2275	0.0023785
0.228	0.0023795
0.2285	0.0023791
0.229	0.00237706
0.2295	0.00237943
0.23	0.00237842
0.2305	0.0023768
0.231	0.00237891
0.2315	0.00237817
0.232	0.0023801
0.2325	0.00237766
0.233	0.00237804
0.2335	0.00237947
0.234	0.00237807
0.2345	0.00237759
0.235	0.00237885
0.2355	0.00237724
0.236	0.00237711
0.2365	0.00238047
0.237	0.00237773
0.2375	0.00237813
0.238	0.00237921
0.2385	0.0023777
0.239	0.00237798
0.2395	0.00237765
0.24	0.00237824
0.2405	0.00237726
0.241	0.00237634
0.2415	0.00237774
0.242	0.00237725
0.2425	0.00237875
0.243	0.00237632
0.2435	0.0023778
0.244	0.0023792
0.2445	0.00237795
0.245	0.00237815
0.2455	0.00237844
0.246	0.00237978
0.2465	0.00237961
0.247	0.00237855
0.2475	0.00237893
0.248	0.00237801
0.2485	0.00237995
0.249	0.00237816
0.2495	0.00237803
0.25	0.00237893
0.2505	0.0023791
0.251	0.00237905
0.2515	0.00237906
0.252	0.00237734
0.2525	0.00237904
0.253	0.00237746
0.2535	0.00237776
0.254	0.00237865
0.2545	0.00237802
0.255	0.00237879
0.2555	0.00237735
0.256	0.00237974
0.2565	0.00237666
0.257	0.00237978
0.2575	0.00237905
0.258	0.0023778
0.2585	0.00237741
0.259	0.00237862
0.2595	0.00237889
0.26	0.00237798
0.2605	0.00237812
0.261	0.00237957
0.2615	0.00237941
0.262	0.00237759
0.2625	0.00237942
0.263	0.00237834
0.2635	0.00237814
0.264	0.00237788
0.2645	0.00238143
0.265	0.00237955
0.2655	0.00237801
0.266	0.00237882
0.2665	0.00237788
0.267	0.00237918
0.2675	0.00237961
0.268	0.00237968
0.2685	0.00237821
0.269	0.0023787
0.2695	0.00237871
0.27	0.00237847
0.2705	0.00237774
0.271	0.00237891
0.2715	0.0023777
0.272	0.00237785
0.2725	0.00237663
0.273	0.00237843
0.2735	0.00237777
0.274	0.00237749
0.2745	0.00237643
0.275	0.00237838
0.2755	0.00237772
0.276	0.00237766
0.2765	0.00237761
0.277	0.0023778
0.2775	0.00237698
0.278	0.00237888
0.2785	0.00237866
0.279	0.00237709
0.2795	0.00237921
0.28	0.00237704
0.2805	0.00237926
0.281	0.00237827
0.2815	0.00237855
0.282	0.0023778
0.2825	0.00237925
0.283	0.00237736
0.2835	0.00237899
0.284	0.00237968
0.2845	0.00237749
0.285	0.00237798
0.2855	0.00237933
0.286	0.00237744
0.2865	0.00237762
0.287	0.00237897
0.2875	0.0023795
0.288	0.00237771
0.2885	0.0023783
0.289	0.0023774
0.2895	0.0023762
0.29	0.00237876
0.2905	0.00237753
0.291	0.00237604
0.2915	0.00237805
0.292	0.00237704
0.2925	0.0023769
0.293	0.00237803
0.2935	0.00237709
0.294	0.00237885
0.2945	0.00237889
0.295	0.00237918
0.2955	0.00237877
0.296	0.00237746
0.2965	0.00238038
0.297	0.00237715
0.2975	0.00237944
0.298	0.00237812
0.2985	0.00237848
0.299	0.00237813
0.2995	0.00237865
0.3	0.00237985
0.3005	0.00237993
0.301	0.00237848
0.3015	0.00237857
0.302	0.00237948
0.3025	0.00237914
0.303	0.00237819
0.3035	0.00237924
0.304	0.00237674
0.3045	0.00237895
0.305	0.00237983
0.3055	0.00237813
0.306	0.00237812
0.3065	0.00237708
0.307	0.0023769
0.3075	0.00237973
0.308	0.0023791
0.3085	0.00237756
0.309	0.0023776
0.3095	0.00237676
0.31	0.00237795
0.3105	0.00237789
0.311	0.00237763
0.3115	0.00237769
0.312	0.00237788
0.3125	0.00237853
0.313	0.00237851
0.3135	0.00237887
0.314	0.00237801
0.3145	0.00238046
0.315	0.00237639
0.3155	0.00237813
0.316	0.00237815
0.3165	0.00237905
0.317	0.00237873
0.3175	0.00237945
0.318	0.00237739
0.3185	0.00237894
0.319	0.00237849
0.3195	0.00237737
0.32	0.00237855
0.3205	0.0023783
0.321	0.00237888
0.3215	0.0023784
0.322	0.00237794
0.3225	0.00237726
0.323	0.00237861
0.3235	0.00237694
0.324	0.00237746
0.3245	0.00237648
0.325	0.00237932
0.3255	0.00237914
0.326	0.00237835
0.3265	0.00237875
0.327	0.00237704
0.3275	0.00237669
0.328	0.00237912
0.3285	0.00237787
0.329	0.00237679
0.3295	0.00237813
0.33	0.00237875
0.3305	0.00237804
0.331	0.00237894
0.3315	0.00237882
0.332	0.00237757
0.3325	0.00237684
0.333	0.00237828
0.3335	0.00237903
0.334	0.00237837
0.3345	0.00237852
0.335	0.00237725
0.3355	0.00237887
0.336	0.00237862
0.3365	0.00237802
0.337	0.00237906
0.3375	0.00237822
0.338	0.00237767
0.3385	0.00237995
0.339	0.00237911
0.3395	0.0023782
0.34	0.00237846
0.3405	0.00237819
0.341	0.0023786
0.3415	0.0023783
0.342	0.00237899
0.3425	0.00237693
0.343	0.00237755
0.3435	0.00237892
0.344	0.00237891
0.3445	0.00237884
0.345	0.00237915
0.3455	0.00237937
0.346	0.00237791
0.3465	0.00237894
0.347	0.00237898
0.3475	0.0023778
0.348	0.00237921
0.3485	0.00237851
0.349	0.00237858
0.3495	0.00237754
0.35	0.00237893
0.3505	0.00237786
0.351	0.0023791
0.3515	0.0023793
0.352	0.00237768
0.3525	0.00237803
0.353	0.0023792
0.3535	0.00238012
0.354	0.00237965
0.3545	0.00237748
0.355	0.00237803
0.3555	0.00237903
0.356	0.00237698
0.3565	0.00237945
0.357	0.00237797
0.3575	0.00237706
0.358	0.00237709
0.3585	0.00237654
0.359	0.00237693
0.3595	0.00237815
0.36	0.0023781
0.3605	0.00237844
0.361	0.00237928
0.3615	0.00237793
0.362	0.00237797
0.3625	0.00237874
0.363	0.00237798
0.3635	0.00237743
0.364	0.00237942
0.3645	0.0023778
0.365	0.00238073
0.3655	0.00237847
0.366	0.00237857
0.3665	0.00237884
0.367	0.00237951
0.3675	0.00237978
0.368	0.00237893
0.3685	0.00237854
0.369	0.00237889
0.3695	0.00237806
0.37	0.00237903
0.3705	0.00237864
0.371	0.00237989
0.3715	0.00237818
0.372	0.00237786
0.3725	0.00237801
0.373	0.0023779
0.3735	0.00237786
0.374	0.00237641
0.3745	0.00237799
0.375	0.00237669
0.3755	0.00237793
0.376	0.00237861
0.3765	0.00237693
0.377	0.00237658
0.3775	0.00238098
0.378	0.00237767
0.3785	0.0023773
0.379	0.00237847
0.3795	0.00237844
0.38	0.00237745
0.3805	0.00237874
0.381	0.00237891
0.3815	0.00237835
0.382	0.00237834
0.3825	0.00237893
0.383	0.00238015
0.3835	0.00237797
0.384	0.00237954
0.3845	0.00237706
0.385	0.00237784
0.3855	0.00237754
0.386	0.00237827
0.3865	0.00238011
0.387	0.00237578
0.3875	0.00237883
0.388	0.00237716
0.3885	0.00237689
0.389	0.00237905
0.3895	0.00237684
0.39	0.00237745
0.3905	0.00237797
0.391	0.00237613
0.3915	0.00237837
0.392	0.0023783
0.3925	0.00237646
0.393	0.00237834
0.3935	0.0023774
0.394	0.00237647
0.3945	0.0023805
0.395	0.00237766
0.3955	0.00237846
0.396	0.00237744
0.3965	0.00237761
0.397	0.00237822
0.3975	0.0023787
0.398	0.00237823
0.3985	0.00237694
0.399	0.00237794
0.3995	0.00237758
0.4	0.00237959
0.4005	0.00237747
0.401	0.00237829
0.4015	0.002379
0.402	0.00237947
0.4025	0.00237682
0.403	0.00237749
0.4035	0.00237862
0.404	0.0023782
0.4045	0.00237915
0.405	0.00237891
0.4055	0.00237836
0.406	0.00237682
0.4065	0.00237791
0.407	0.00237786
0.4075	0.00237845
0.408	0.00237682
0.4085	0.0023769
0.409	0.00237807
0.4095	0.0023779
0.41	0.0023782
0.4105	0.00237753
0.411	0.00237827
0.4115	0.0023775
0.412	0.00237805
0.4125	0.00237902
0.413	0.0023781
0.4135	0.00237837
0.414	0.00237694
0.4145	0.00237746
0.415	0.00237802
0.4155	0.00237847
0.416	0.00237967
0.4165	0.00237927
0.417	0.00237833
0.4175	0.00237902
0.418	0.00237932
0.4185	0.00237788
0.419	0.00237821
0.4195	0.00238051
0.42	0.00237917
0.4205	0.00237877
0.421	0.00237829
0.4215	0.00237724
0.422	0.00237907
0.4225	0.00237781
0.423	0.00237826
0.4235	0.00237861
0.424	0.00237765
0.4245	0.00237609
0.425	0.00237811
0.4255	0.00237717
0.426	0.0023773
0.4265	0.00237774
0.427	0.00237474
0.4275	0.00237866
0.428	0.00237782
0.4285	0.0023777
0.429	0.00237973
0.4295	0.00237826
0.43	0.00237846
0.4305	0.00237964
0.431	0.0023775
0.4315	0.00237928
0.432	0.00237903
0.4325	0.00237911
0.433	0.00237833
0.4335	0.00237957
0.434	0.00237919
0.4345	0.00237924
0.435	0.00237808
0.4355	0.00237797
0.436	0.00237703
0.4365	0.00237767
0.437	0.00237867
0.4375	0.00237857
0.438	0.00237763
0.4385	0.00237826
0.439	0.00237762
0.4395	0.00237794
0.44	0.00237817
0.4405	0.00237825
0.441	0.00237833
0.4415	0.00237744
0.442	0.00237725
0.4425	0.00237812
0.443	0.00237482
0.4435	0.00237783
0.444	0.00237903
0.4445	0.00237773
0.445	0.00237842
0.4455	0.00237903
0.446	0.00237921
0.4465	0.00237836
0.447	0.00237797
0.4475	0.00237855
0.448	0.00237863
0.4485	0.00237961
0.449	0.00237931
0.4495	0.00237861
0.45	0.00237993
0.4505	0.00237839
0.451	0.00237826
0.4515	0.00237713
0.452	0.00237877
0.4525	0.00237741
0.453	0.00237834
0.4535	0.00237702
0.454	0.00237871
0.4545	0.00237856
0.455	0.00237738
0.4555	0.00237826
0.456	0.00237701
0.4565	0.00237812
0.457	0.00237822
0.4575	0.00238109
0.458	0.00237599
0.4585	0.00237693
0.459	0.0023771
0.4595	0.00237855
0.46	0.00237961
0.4605	0.00237669
0.461	0.00237874
0.4615	0.00237793
0.462	0.0023777
0.4625	0.00237867
0.463	0.00237907
0.4635	0.00237768
0.464	0.00237953
0.4645	0.00237757
0.465	0.00237792
0.4655	0.00237856
0.466	0.0023782
0.4665	0.00237946
0.467	0.00237783
0.4675	0.00238046
0.468	0.00237854
0.4685	0.00237885
0.469	0.00237817
0.4695	0.00237848
0.47	0.00237739
0.4705	0.00237726
0.471	0.00237821
0.4715	0.00237821
0.472	0.00237825
0.4725	0.00238055
0.473	0.00237824
0.4735	0.00237672
0.474	0.00237816
0.4745	0.00237809
0.475	0.00237747
0.4755	0.00237802
0.476	0.00237787
0.4765	0.00237798
0.477	0.00237866
0.4775	0.00237748
0.478	0.00237863
0.4785	0.00237803
0.479	0.0023786
0.4795	0.00237795
0.48	0.00237652
0.4805	0.00237964
0.481	0.00237925
0.4815	0.00237913
0.482	0.00237801
0.4825	0.00237819
0.483	0.0023792
0.4835	0.00237888
0.484	0.00237837
0.4845	0.00237843
0.485	0.00237941
0.4855	0.00237864
0.486	0.00237824
0.4865	0.00237808
0.487	0.00237821
0.4875	0.00237817
0.488	0.0023773
0.4885	0.00237807
0.489	0.00237738
0.4895	0.00237715
0.49	0.00237793
0.4905	0.00237744
0.491	0.00237944
0.4915	0.0023777
0.492	0.00237849
0.4925	0.00237886
0.493	0.00238063
0.4935	0.00237632
0.494	0.00237844
0.4945	0.00237936
0.495	0.00237795
0.4955	0.00237855
0.496	0.00238018
0.4965	0.00237798
0.497	0.00237924
0.4975	0.00237892
0.498	0.00237845
0.4985	0.00237926
0.499	0.00237786
0.4995	0.0023779
0.5	0.00237833
0.5005	0.0023783
0.501	0.00237884
0.5015	0.0023796
0.502	0.00237852
0.5025	0.0023795
0.503	0.00237816
0.5035	0.00237868
0.504	0.00237957
0.5045	0.00237848
0.505	0.00237803
0.5055	0.00237933
0.506	0.00237803
0.5065	0.00237758
0.507	0.00237729
0.5075	0.0023773
0.508	0.00237754
0.5085	0.00237867
0.509	0.00237833
0.5095	0.00237799
0.51	0.00237918
0.5105	0.00237897
0.511	0.00237775
0.5115	0.00237849
0.512	0.00237927
0.5125	0.00237881
0.513	0.00237784
0.5135	0.00237868
0.514	0.00238011
0.5145	0.00237927
0.515	0.00237799
0.5155	0.00238029
0.516	0.00238002
0.5165	0.00237856
0.517	0.00237869
0.5175	0.00237765
0.518	0.00237984
0.5185	0.00237706
0.519	0.00237914
0.5195	0.00237945
0.52	0.0023772
0.5205	0.00237907
0.521	0.00237637
0.5215	0.00237835
0.522	0.00237681
0.5225	0.00237846
0.523	0.00237781
0.5235	0.00237761
0.524	0.00237959
0.5245	0.00238074
0.525	0.00237812
0.5255	0.00237688
0.526	0.00237916
0.5265	0.00237929
0.527	0.00237797
0.5275	0.00237972
0.528	0.00237885
0.5285	0.00237742
0.529	0.0023777
0.5295	0.0023788
0.53	0.00237842
0.5305	0.00237787
0.531	0.0023779
0.5315	0.0023781
0.532	0.00237842
0.5325	0.00237924
0.533	0.00237756
0.5335	0.00237802
0.534	0.00237767
0.5345	0.00237875
0.535	0.00237806
0.5355	0.00237853
0.536	0.00237867
0.5365	0.00237828
0.537	0.0023783
0.5375	0.00237967
0.538	0.00237636
0.5385	0.0023784
0.539	0.00237715
0.5395	0.00237918
0.54	0.00237857
0.5405	0.00237775
0.541	0.00237773
0.5415	0.0023763
0.542	0.00237725
0.5425	0.00237842
0.543	0.00237902
0.5435	0.00237828
0.544	0.00237745
0.5445	0.00237851
0.545	0.00237889
0.5455	0.00237907
0.546	0.00237899
0.5465	0.00237801
0.547	0.00237913
0.5475	0.00237821
0.548	0.00237911
0.5485	0.0023777
0.549	0.00237792
0.5495	0.00237876
0.55	0.00237896
0.5505	0.0023786
0.551	0.00237835
0.5515	0.00237775
0.552	0.00237833
0.5525	0.00237648
0.553	0.00237858
0.5535	0.0023774
0.554	0.00237854
0.5545	0.00237733
0.555	0.00237773
0.5555	0.00237707
0.556	0.00237743
0.5565	0.00237815
0.557	0.00237749
0.5575	0.00237641
0.558	0.00237771
0.5585	0.00237844
0.559	0.00237682
0.5595	0.00238006
0.56	0.00237858
0.5605	0.00237691
0.561	0.00237766
0.5615	0.00237795
0.562	0.00237822
0.5625	0.00237785
0.563	0.00237976
0.5635	0.00237691
0.564	0.00237799
0.5645	0.00237707
0.565	0.00237965
0.5655	0.00237888
0.566	0.00237993
0.5665	0.00237706
0.567	0.00237825
0.5675	0.0023781
0.568	0.00237821
0.5685	0.00237807
0.569	0.00237869
0.5695	0.00237784
0.57	0.00237858
0.5705	0.00237779
0.571	0.00237705
0.5715	0.00237761
0.572	0.0023785
0.5725	0.00237848
0.573	0.00237793
0.5735	0.0023783
0.574	0.00237808
0.5745	0.002377
0.575	0.0023785
0.5755	0.00237892
0.576	0.0023767
0.5765	0.00237765
0.577	0.0023792
0.5775	0.00237934
0.578	0.0023782
0.5785	0.0023783
0.579	0.00237784
0.5795	0.00237833
0.58	0.00237866
0.5805	0.00237732
0.581	0.00237916
0.5815	0.00237941
0.582	0.00237739
0.5825	0.00237814
0.583	0.00237681
0.5835	0.00237891
0.584	0.00237862
0.5845	0.00237796
0.585	0.00237806
0.5855	0.00237732
0.586	0.00237794
0.5865	0.00237885
0.587	0.00237753
0.5875	0.00238011
0.588	0.00237795
0.5885	0.00237833
0.589	0.0023772
0.5895	0.00237661
0.59	0.00237802
0.5905	0.00237918
0.591	0.00237831
0.5915	0.00237878
0.592	0.00237792
0.5925	0.00237709
0.593	0.0023797
0.5935	0.002379
0.594	0.00237767
0.5945	0.00237938
0.595	0.0023773
0.5955	0.00237885
0.596	0.00237835
0.5965	0.00237847
0.597	0.0023781
0.5975	0.00238144
0.598	0.00237705
0.5985	0.00237786
0.599	0.0023791
0.5995	0.00237858
0.6	0.00237743
0.6005	0.00237785
0.601	0.00237818
0.6015	0.00237861
0.602	0.00237779
0.6025	0.00237901
0.603	0.0023804
0.6035	0.00237849
0.604	0.002379
0.6045	0.00237699
0.605	0.00237867
0.6055	0.00237911
0.606	0.0023782
0.6065	0.0023768
0.607	0.00237852
0.6075	0.00237744
0.608	0.0023811
0.6085	0.00237703
0.609	0.00237837
0.6095	0.00237981
0.61	0.00237897
0.6105	0.00237653
0.611	0.00237643
0.6115	0.00237698
0.612	0.00237925
0.6125	0.00237919
0.613	0.00237875
0.6135	0.00237852
0.614	0.0023784
0.6145	0.00237895
0.615	0.00237905
0.6155	0.00237947
0.616	0.00237919
0.6165	0.00237879
0.617	0.00237968
0.6175	0.00237745
0.618	0.00237888
0.6185	0.00237811
0.619	0.0023776
0.6195	0.00237912
0.62	0.00237785
0.6205	0.00237918
0.621	0.00237901
0.6215	0.00237825
0.622	0.00237707
0.6225	0.00237781
0.623	0.002379
0.6235	0.00237811
0.624	0.00237882
0.6245	0.0023783
0.625	0.00237789
0.6255	0.00237768
0.626	0.00237737
0.6265	0.00237724
0.627	0.00237908
0.6275	0.00237952
0.628	0.00237816
0.6285	0.00237951
0.629	0.00237709
0.6295	0.00237801
0.63	0.00237777
0.6305	0.00237887
0.631	0.00237695
0.6315	0.00237947
0.632	0.0023791
0.6325	0.00237876
0.633	0.00237858
0.6335	0.00237744
0.634	0.00237849
0.6345	0.00237765
0.635	0.00237926
0.6355	0.00237885
0.636	0.00237828
0.6365	0.00237699
0.637	0.00237791
0.6375	0.00237943
0.638	0.00237784
0.6385	0.00237709
0.639	0.00237806
0.6395	0.00237758
0.64	0.00237798
0.6405	0.00237779
0.641	0.00237948
0.6415	0.00237945
0.642	0.00237661
0.6425	0.00237755
0.643	0.0023769
0.6435	0.00237901
0.644	0.00237824
0.6445	0.00237776
0.645	0.0023791
0.6455	0.00237754
0.646	0.00237909
0.6465	0.00237826
0.647	0.00237853
0.6475	0.00237838
0.648	0.00237895
0.6485	0.00237769
0.649	0.0023792
0.6495	0.0023787
0.65	0.00237794
0.6505	0.00237844
0.651	0.00237751
0.6515	0.00237903
0.652	0.0023794
0.6525	0.00237927
0.653	0.00237795
0.6535	0.00237827
0.654	0.00237745
0.6545	0.00237921
0.655	0.00237784
0.6555	0.00237757
0.656	0.00237731
0.6565	0.00237768
0.657	0.00237747
0.6575	0.00237731
0.658	0.0023772
0.6585	0.00237767
0.659	0.00237744
0.6595	0.00237758
0.66	0.00237683
0.6605	0.00237726
0.661	0.00237703
0.6615	0.00237807
0.662	0.00237771
0.6625	0.00237794
0.663	0.00237718
0.6635	0.00237909
0.664	0.00237829
0.6645	0.0023785
0.665	0.00237993
