Time - Strain	Amplitude - Strain
0.058	0.00239903
0.0585	0.0024
0.059	0.00239854
0.0595	0.00239621
0.06	0.00239782
0.0605	0.00239986
0.061	0.00239856
0.0615	0.00239933
0.062	0.00239674
0.0625	0.00239711
0.063	0.00240068
0.0635	0.00239835
0.064	0.00239776
0.0645	0.00239845
0.065	0.00239753
0.0655	0.00239741
0.066	0.00240131
0.0665	0.00239965
0.067	0.00239835
0.0675	0.00240031
0.068	0.00239881
0.0685	0.00239842
0.069	0.00239816
0.0695	0.00239793
0.07	0.00239744
0.0705	0.00239892
0.071	0.00239837
0.0715	0.00239783
0.072	0.0023983
0.0725	0.0023982
0.073	0.00239868
0.0735	0.00239819
0.074	0.00239808
0.0745	0.00239614
0.075	0.00239946
0.0755	0.00239768
0.076	0.00239989
0.0765	0.00239922
0.077	0.00239834
0.0775	0.00239773
0.078	0.00239935
0.0785	0.00239871
0.079	0.00239798
0.0795	0.00239815
0.08	0.00239805
0.0805	0.00239882
0.081	0.00239717
0.0815	0.00239798
0.082	0.00239845
0.0825	0.00239922
0.083	0.00239729
0.0835	0.00239941
0.084	0.00239995
0.0845	0.00239868
0.085	0.00239879
0.0855	0.00239762
0.086	0.00239998
0.0865	0.00239828
0.087	0.00239775
0.0875	0.00239865
0.088	0.00239832
0.0885	0.00240021
0.089	0.00239752
0.0895	0.00239765
0.09	0.00239778
0.0905	0.00239781
0.091	0.00239656
0.0915	0.00239901
0.092	0.00239765
0.0925	0.00239859
0.093	0.00239866
0.0935	0.00239746
0.094	0.00239852
0.0945	0.00239653
0.095	0.0023986
0.0955	0.0023972
0.096	0.00239698
0.0965	0.00239796
0.097	0.00239887
0.0975	0.00239912
0.098	0.00239743
0.0985	0.00239869
0.099	0.00239906
0.0995	0.00240009
0.1	0.0023995
0.1005	0.00239828
0.101	0.00239836
0.1015	0.00239711
0.102	0.00239748
0.1025	0.00239887
0.103	0.00239896
0.1035	0.00239856
0.104	0.00239827
0.1045	0.00239641
0.105	0.00239629
0.1055	0.00239697
0.106	0.00239954
0.1065	0.00239822
0.107	0.00239459
0.1075	0.00239795
0.108	0.00239757
0.1085	0.00239946
0.109	0.0023982
0.1095	0.0023997
0.11	0.00239914
0.1105	0.00240047
0.111	0.00239785
0.1115	0.00239854
0.112	0.00239758
0.1125	0.00239876
0.113	0.00239975
0.1135	0.00239849
0.114	0.00239942
0.1145	0.0023976
0.115	0.00239759
0.1155	0.002399
0.116	0.00239944
0.1165	0.00239923
0.117	0.00239829
0.1175	0.00239816
0.118	0.00239845
0.1185	0.00239809
0.119	0.00239973
0.1195	0.00239881
0.12	0.00239882
0.1205	0.00239726
0.121	0.00240008
0.1215	0.00239837
0.122	0.00239781
0.1225	0.00239893
0.123	0.0023982
0.1235	0.00239815
0.124	0.00239871
0.1245	0.00239901
0.125	0.00239653
0.1255	0.00239888
0.126	0.00239797
0.1265	0.00239885
0.127	0.00239894
0.1275	0.00239929
0.128	0.00239946
0.1285	0.00239747
0.129	0.00239963
0.1295	0.0023971
0.13	0.00239738
0.1305	0.00239869
0.131	0.00239928
0.1315	0.00239833
0.132	0.00239845
0.1325	0.00240087
0.133	0.00239869
0.1335	0.00239489
0.134	0.00239768
0.1345	0.00239942
0.135	0.00239887
0.1355	0.00239873
0.136	0.0023975
0.1365	0.00239942
0.137	0.00239909
0.1375	0.00239782
0.138	0.00239759
0.1385	0.00239819
0.139	0.00239866
0.1395	0.00239967
0.14	0.00239722
0.1405	0.00239894
0.141	0.00239687
0.1415	0.00239989
0.142	0.00239705
0.1425	0.00239767
0.143	0.00239798
0.1435	0.00239788
0.144	0.00239986
0.1445	0.00239711
0.145	0.00239906
0.1455	0.00240066
0.146	0.00239746
0.1465	0.00239843
0.147	0.00239818
0.1475	0.00239881
0.148	0.00239755
0.1485	0.00240072
0.149	0.00239801
0.1495	0.00239805
0.15	0.00240061
0.1505	0.00239852
0.151	0.00239915
0.1515	0.00239937
0.152	0.00239859
0.1525	0.00239978
0.153	0.00239845
0.1535	0.00239759
0.154	0.00239922
0.1545	0.00239784
0.155	0.00239822
0.1555	0.00239837
0.156	0.00239869
0.1565	0.00239731
0.157	0.00239927
0.1575	0.00239815
0.158	0.00239887
0.1585	0.00239943
0.159	0.00239788
0.1595	0.00239738
0.16	0.00239849
0.1605	0.00239831
0.161	0.00239944
0.1615	0.00239784
0.162	0.00239905
0.1625	0.00239757
0.163	0.00239998
0.1635	0.00239863
0.164	0.00239807
0.1645	0.00239854
0.165	0.00239825
0.1655	0.0023966
0.166	0.00239912
0.1665	0.00239778
0.167	0.00239778
0.1675	0.00239843
0.168	0.00239732
0.1685	0.00239887
0.169	0.00239816
0.1695	0.00239835
0.17	0.00239656
0.1705	0.00239787
0.171	0.00239725
0.1715	0.00239889
0.172	0.00239841
0.1725	0.00239645
0.173	0.00239787
0.1735	0.00239699
0.174	0.0023971
0.1745	0.00239859
0.175	0.00239737
0.1755	0.00239823
0.176	0.00239992
0.1765	0.0024007
0.177	0.00239708
0.1775	0.00239887
0.178	0.0023991
0.1785	0.00239846
0.179	0.00240068
0.1795	0.00239848
0.18	0.0023996
0.1805	0.00239717
0.181	0.00239874
0.1815	0.0023985
0.182	0.00239771
0.1825	0.00239819
0.183	0.0024003
0.1835	0.00239785
0.184	0.00239911
0.1845	0.00239912
0.185	0.00239886
0.1855	0.00239883
0.186	0.00239765
0.1865	0.00239963
0.187	0.00239943
0.1875	0.00239824
0.188	0.00239823
0.1885	0.00239773
0.189	0.00239762
0.1895	0.00239717
0.19	0.00239686
0.1905	0.00239728
0.191	0.00239729
0.1915	0.002399
0.192	0.00239889
0.1925	0.00239821
0.193	0.0023985
0.1935	0.00239761
0.194	0.00239889
0.1945	0.00239888
0.195	0.00239968
0.1955	0.00239904
0.196	0.00239837
0.1965	0.00239851
0.197	0.00239872
0.1975	0.00239882
0.198	0.00239948
0.1985	0.00239976
0.199	0.00239881
0.1995	0.00239843
0.2	0.00239988
0.2005	0.00239742
0.201	0.00240003
0.2015	0.00239812
0.202	0.0023975
0.2025	0.00239793
0.203	0.0023977
0.2035	0.00239801
0.204	0.00239846
0.2045	0.00239963
0.205	0.00239743
0.2055	0.00239708
0.206	0.00239791
0.2065	0.00239809
0.207	0.00239698
0.2075	0.00239697
0.208	0.002396
0.2085	0.00239774
0.209	0.00239802
0.2095	0.00239816
0.21	0.00239797
0.2105	0.00239822
0.211	0.00239793
0.2115	0.00239967
0.212	0.00239905
0.2125	0.00239806
0.213	0.00239811
0.2135	0.00239899
0.214	0.00239806
0.2145	0.00239857
0.215	0.00240098
0.2155	0.00239888
0.216	0.00239931
0.2165	0.00239876
0.217	0.00240042
0.2175	0.00239758
0.218	0.002399
0.2185	0.0023984
0.219	0.00240021
0.2195	0.0023986
0.22	0.00239918
0.2205	0.00239862
0.221	0.00239712
0.2215	0.00239751
0.222	0.00239826
0.2225	0.00239677
0.223	0.00239827
0.2235	0.00239811
0.224	0.00239615
0.2245	0.00239782
0.225	0.00239925
0.2255	0.00239873
0.226	0.0023968
0.2265	0.00239955
0.227	0.00239803
0.2275	0.00239816
0.228	0.00239906
0.2285	0.00239824
0.229	0.00239733
0.2295	0.00239903
0.23	0.00239584
0.2305	0.00239895
0.231	0.00239742
0.2315	0.00239793
0.232	0.00239834
0.2325	0.00239921
0.233	0.00239903
0.2335	0.00239842
0.234	0.00239781
0.2345	0.00239851
0.235	0.0023986
0.2355	0.00239832
0.236	0.00239816
0.2365	0.00239962
0.237	0.00239808
0.2375	0.0023981
0.238	0.00239796
0.2385	0.00239747
0.239	0.00239895
0.2395	0.0023994
0.24	0.00239963
0.2405	0.00239737
0.241	0.00239743
0.2415	0.00239842
0.242	0.00239796
0.2425	0.00239667
0.243	0.00239829
0.2435	0.00239992
0.244	0.00239804
0.2445	0.00239969
0.245	0.00239652
0.2455	0.0023982
0.246	0.0023988
0.2465	0.00239754
0.247	0.00239901
0.2475	0.00240058
0.248	0.00239746
0.2485	0.00240042
0.249	0.00240014
0.2495	0.00239831
0.25	0.00239824
0.2505	0.00239891
0.251	0.00239933
0.2515	0.00239991
0.252	0.00239894
0.2525	0.00239908
0.253	0.00239881
0.2535	0.00239767
0.254	0.00239813
0.2545	0.00239611
0.255	0.00239818
0.2555	0.0023977
0.256	0.00239781
0.2565	0.00239855
0.257	0.00239945
0.2575	0.00239786
0.258	0.00239868
0.2585	0.00239716
0.259	0.00239794
0.2595	0.0023976
0.26	0.00239755
0.2605	0.00239833
0.261	0.002398
0.2615	0.00239669
0.262	0.00239854
0.2625	0.00240076
0.263	0.00239999
0.2635	0.002399
0.264	0.0023992
0.2645	0.00239998
0.265	0.0023983
0.2655	0.0023971
0.266	0.00239904
0.2665	0.00239841
0.267	0.00239893
0.2675	0.00239916
0.268	0.00239804
0.2685	0.00239715
0.269	0.00239876
0.2695	0.002399
0.27	0.00239745
0.2705	0.00239898
0.271	0.00239858
0.2715	0.00239684
0.272	0.00240014
0.2725	0.00239769
0.273	0.00239774
0.2735	0.00239885
0.274	0.00239878
0.2745	0.00239792
0.275	0.00239789
0.2755	0.0023988
0.276	0.00239861
0.2765	0.00239881
0.277	0.00239918
0.2775	0.00239798
0.278	0.00239864
0.2785	0.00239833
0.279	0.00239865
0.2795	0.00239933
0.28	0.00239842
0.2805	0.00239815
0.281	0.00240054
0.2815	0.00239945
0.282	0.00239932
0.2825	0.00239804
0.283	0.00239954
0.2835	0.00239801
0.284	0.00239714
0.2845	0.00239882
0.285	0.00239901
0.2855	0.00239827
0.286	0.00239878
0.2865	0.00239951
0.287	0.00239809
0.2875	0.00240009
0.288	0.00239788
0.2885	0.00239684
0.289	0.00239756
0.2895	0.00239814
0.29	0.00239819
0.2905	0.00239901
0.291	0.00239818
0.2915	0.00239847
0.292	0.00239739
0.2925	0.00239831
0.293	0.00239707
0.2935	0.00239771
0.294	0.00239977
0.2945	0.00239703
0.295	0.00239937
0.2955	0.00239868
0.296	0.00239961
0.2965	0.00239968
0.297	0.002398
0.2975	0.00239896
0.298	0.00239788
0.2985	0.00239847
0.299	0.0023982
0.2995	0.00239807
0.3	0.00239868
0.3005	0.00239831
0.301	0.00239943
0.3015	0.00239923
0.302	0.00239864
0.3025	0.00239919
0.303	0.00239814
0.3035	0.00239725
0.304	0.00239755
0.3045	0.00239867
0.305	0.00239899
0.3055	0.00239801
0.306	0.00239782
0.3065	0.00239764
0.307	0.00239713
0.3075	0.00239739
0.308	0.00239864
0.3085	0.00239923
0.309	0.00239839
0.3095	0.00240036
0.31	0.00239727
0.3105	0.00239859
0.311	0.00239859
0.3115	0.00239611
0.312	0.00239982
0.3125	0.00239861
0.313	0.00239942
0.3135	0.00239921
0.314	0.00239975
0.3145	0.00239858
0.315	0.00239808
0.3155	0.00239967
0.316	0.0023976
0.3165	0.00239842
0.317	0.00239881
0.3175	0.00239924
0.318	0.00239808
0.3185	0.00239606
0.319	0.0023977
0.3195	0.0023989
0.32	0.0023976
0.3205	0.00239873
0.321	0.00239782
0.3215	0.00239897
0.322	0.00239795
0.3225	0.00239815
0.323	0.00239869
0.3235	0.00239969
0.324	0.0023971
0.3245	0.002398
0.325	0.00239945
0.3255	0.00239776
0.326	0.00239675
0.3265	0.00239836
0.327	0.00240027
0.3275	0.002399
0.328	0.00239836
0.3285	0.00239611
0.329	0.00239859
0.3295	0.00239851
0.33	0.00239998
0.3305	0.00240036
0.331	0.00239867
0.3315	0.00239691
0.332	0.00239928
0.3325	0.00240039
0.333	0.00239874
0.3335	0.00240099
0.334	0.0023997
0.3345	0.00239893
0.335	0.00239925
0.3355	0.00239888
0.336	0.00239899
0.3365	0.00239715
0.337	0.00239639
0.3375	0.00239897
0.338	0.00239736
0.3385	0.00239975
0.339	0.00239721
0.3395	0.00239778
0.34	0.00239719
0.3405	0.00239811
0.341	0.00239869
0.3415	0.00239941
0.342	0.00239764
0.3425	0.00239802
0.343	0.00239838
0.3435	0.00239839
0.344	0.00239806
0.3445	0.00239872
0.345	0.00239814
0.3455	0.00239759
0.346	0.00239905
0.3465	0.00239752
0.347	0.00239703
0.3475	0.00239892
0.348	0.00239899
0.3485	0.00239925
0.349	0.00239762
0.3495	0.00239739
0.35	0.00239937
0.3505	0.00239689
0.351	0.0023976
0.3515	0.00239679
0.352	0.00239898
0.3525	0.0023995
0.353	0.00239611
0.3535	0.00239822
0.354	0.00239928
0.3545	0.00239936
0.355	0.00239644
0.3555	0.00239716
0.356	0.00239899
0.3565	0.00239765
0.357	0.00239825
0.3575	0.00239817
0.358	0.00239735
0.3585	0.00239847
0.359	0.00239717
0.3595	0.00239814
0.36	0.00239807
0.3605	0.00239656
0.361	0.00239797
0.3615	0.00239723
0.362	0.00239867
0.3625	0.00239814
0.363	0.0023982
0.3635	0.00240012
0.364	0.00239923
0.3645	0.00239823
0.365	0.00239944
0.3655	0.00239815
0.366	0.00239927
0.3665	0.00239894
0.367	0.00239692
0.3675	0.00239838
0.368	0.00239747
0.3685	0.00239901
0.369	0.00239887
0.3695	0.00239855
0.37	0.00239802
0.3705	0.00239894
0.371	0.00239834
0.3715	0.00239745
0.372	0.00239726
0.3725	0.00239854
0.373	0.00239998
0.3735	0.00239801
0.374	0.00239646
0.3745	0.00239695
0.375	0.00239841
0.3755	0.00239732
0.376	0.0023983
0.3765	0.00239969
0.377	0.00239845
0.3775	0.00239828
0.378	0.00240018
0.3785	0.00239914
0.379	0.00239863
0.3795	0.00239923
0.38	0.00239847
0.3805	0.00239764
0.381	0.00239918
0.3815	0.00239755
0.382	0.00239988
0.3825	0.00240066
0.383	0.00239905
0.3835	0.00239987
0.384	0.00239972
0.3845	0.00239922
0.385	0.0024007
0.3855	0.00239668
0.386	0.00239785
0.3865	0.00239863
0.387	0.00239877
0.3875	0.00239967
0.388	0.0023979
0.3885	0.00239846
0.389	0.00239795
0.3895	0.00239822
0.39	0.00239728
0.3905	0.00240016
0.391	0.00239977
0.3915	0.00239741
0.392	0.00239887
0.3925	0.00239712
0.393	0.00239861
0.3935	0.00239894
0.394	0.00239822
0.3945	0.00239809
0.395	0.00239818
0.3955	0.00239648
0.396	0.00239932
0.3965	0.00239776
0.397	0.00239827
0.3975	0.00239964
0.398	0.00239959
0.3985	0.00239888
0.399	0.00239951
0.3995	0.00239788
0.4	0.00239741
0.4005	0.00239901
0.401	0.00239942
0.4015	0.00239754
0.402	0.00239675
0.4025	0.00239798
0.403	0.00239825
0.4035	0.00240141
0.404	0.00239829
0.4045	0.00239856
0.405	0.00239727
0.4055	0.00239782
0.406	0.00239768
0.4065	0.00239834
0.407	0.00239654
0.4075	0.00239789
0.408	0.00240023
0.4085	0.00239928
0.409	0.0023992
0.4095	0.00239711
0.41	0.00239897
0.4105	0.00239881
0.411	0.00239723
0.4115	0.00239888
0.412	0.00239876
0.4125	0.00239977
0.413	0.00239895
0.4135	0.00239872
0.414	0.00239815
0.4145	0.00239807
0.415	0.00239967
0.4155	0.00240054
0.416	0.00239831
0.4165	0.00239982
0.417	0.00239783
0.4175	0.00239977
0.418	0.00239966
0.4185	0.00239741
0.419	0.00239934
0.4195	0.0023977
0.42	0.0023986
0.4205	0.00239994
0.421	0.00239933
0.4215	0.002396
0.422	0.00239955
0.4225	0.00239728
0.423	0.00239799
0.4235	0.00239884
0.424	0.00239848
0.4245	0.00239902
0.425	0.00239906
0.4255	0.00239801
0.426	0.00239798
0.4265	0.00239834
0.427	0.00239743
0.4275	0.00239954
0.428	0.00239755
0.4285	0.00239746
0.429	0.00239812
0.4295	0.00239861
0.43	0.0023984
0.4305	0.00239832
0.431	0.00239755
0.4315	0.00239825
0.432	0.00239918
0.4325	0.00239778
0.433	0.00239719
0.4335	0.00239775
0.434	0.00240086
0.4345	0.00239857
0.435	0.00239853
0.4355	0.00239907
0.436	0.00239939
0.4365	0.00239843
0.437	0.00239867
0.4375	0.00239927
0.438	0.00240004
0.4385	0.00239881
0.439	0.00239921
0.4395	0.00239617
0.44	0.00239926
0.4405	0.00239914
0.441	0.00239757
0.4415	0.00239818
0.442	0.00239716
0.4425	0.00239801
0.443	0.00239681
0.4435	0.00239758
0.444	0.00239756
0.4445	0.00240086
0.445	0.00239785
0.4455	0.00240106
0.446	0.00239631
0.4465	0.00239779
0.447	0.00239942
0.4475	0.00239886
0.448	0.00239772
0.4485	0.00239836
0.449	0.00239819
0.4495	0.00239727
0.45	0.00239675
0.4505	0.00239839
0.451	0.0023985
0.4515	0.00239908
0.452	0.00239928
0.4525	0.00239865
0.453	0.00239793
0.4535	0.00239882
0.454	0.00239867
0.4545	0.00239748
0.455	0.00239795
0.4555	0.00239833
0.456	0.00239715
0.4565	0.00239809
0.457	0.00239854
0.4575	0.00239783
0.458	0.00239939
0.4585	0.00239766
0.459	0.0023978
0.4595	0.00239749
0.46	0.00239783
0.4605	0.00239842
0.461	0.00240077
0.4615	0.00239831
0.462	0.00239918
0.4625	0.00239854
0.463	0.00239938
0.4635	0.00239922
0.464	0.00239798
0.4645	0.0023994
0.465	0.0023976
0.4655	0.00239828
0.466	0.00239852
0.4665	0.00239908
0.467	0.00239831
0.4675	0.00239832
0.468	0.00239909
0.4685	0.00239738
0.469	0.00239797
0.4695	0.00239901
0.47	0.00239813
0.4705	0.00239923
0.471	0.00239859
0.4715	0.00239789
0.472	0.00239895
0.4725	0.00239814
0.473	0.00239859
0.4735	0.00239929
0.474	0.00239741
0.4745	0.00239901
0.475	0.00239841
0.4755	0.00239831
0.476	0.00239821
0.4765	0.00239693
0.477	0.00239748
0.4775	0.00239879
0.478	0.00239869
0.4785	0.00239771
0.479	0.00239857
0.4795	0.00239798
0.48	0.00239894
0.4805	0.00239805
0.481	0.00240053
0.4815	0.00239829
0.482	0.00239853
0.4825	0.00239986
0.483	0.00239868
0.4835	0.00239774
0.484	0.00239914
0.4845	0.00239952
0.485	0.00239691
0.4855	0.00239999
0.486	0.00239862
0.4865	0.00239647
0.487	0.00239714
0.4875	0.00239809
0.488	0.00239752
0.4885	0.00239813
0.489	0.00239794
0.4895	0.00239811
0.49	0.00239762
0.4905	0.00239759
0.491	0.00239872
0.4915	0.00239845
0.492	0.00239733
0.4925	0.00239735
0.493	0.00239955
0.4935	0.00239931
0.494	0.00239827
0.4945	0.00239861
0.495	0.00239788
0.4955	0.00240074
0.496	0.00239813
0.4965	0.00239859
0.497	0.00239961
0.4975	0.00239741
0.498	0.00239951
0.4985	0.00239941
0.499	0.00239713
0.4995	0.00239937
0.5	0.00239841
0.5005	0.00239852
0.501	0.00239878
0.5015	0.00239838
0.502	0.00239593
0.5025	0.00239877
0.503	0.00239903
0.5035	0.00239873
0.504	0.00239726
0.5045	0.00239741
0.505	0.00239764
0.5055	0.00239793
0.506	0.00239865
0.5065	0.0023978
0.507	0.0023968
0.5075	0.00239775
0.508	0.0023977
0.5085	0.0023983
0.509	0.00239885
0.5095	0.00239906
0.51	0.00239897
0.5105	0.00239786
0.511	0.00239864
0.5115	0.00239738
0.512	0.00239735
0.5125	0.00239717
0.513	0.00239935
0.5135	0.00239883
0.514	0.00239838
0.5145	0.00239891
0.515	0.00239925
0.5155	0.00239892
0.516	0.00239784
0.5165	0.00239946
0.517	0.00240113
0.5175	0.00239915
0.518	0.0023991
0.5185	0.00239923
0.519	0.0023998
0.5195	0.00239872
0.52	0.00239918
0.5205	0.00239879
0.521	0.00240055
0.5215	0.00239965
0.522	0.00239986
0.5225	0.00239738
0.523	0.00239744
0.5235	0.00239859
0.524	0.00239646
0.5245	0.00239757
0.525	0.0024011
0.5255	0.00239795
0.526	0.00239799
0.5265	0.00239689
0.527	0.00239892
0.5275	0.00239823
0.528	0.00239847
0.5285	0.00239861
0.529	0.00239842
0.5295	0.0023985
0.53	0.00239793
0.5305	0.00239859
0.531	0.00239769
0.5315	0.00239697
0.532	0.00239887
0.5325	0.00239827
0.533	0.00239887
0.5335	0.0023989
0.534	0.00239852
0.5345	0.00240041
0.535	0.00239831
0.5355	0.00239974
0.536	0.00239869
0.5365	0.00239813
0.537	0.0023991
0.5375	0.00239886
0.538	0.00239895
0.5385	0.00239814
0.539	0.00239781
0.5395	0.00239711
0.54	0.00239802
0.5405	0.00239818
0.541	0.00239703
0.5415	0.00239913
0.542	0.00239858
0.5425	0.00239856
0.543	0.00239788
0.5435	0.00240059
0.544	0.00239681
0.5445	0.00239744
0.545	0.00240009
0.5455	0.00240062
0.546	0.00239985
0.5465	0.00239895
0.547	0.00239881
0.5475	0.00239841
0.548	0.00239966
0.5485	0.00239954
0.549	0.00239986
0.5495	0.00239894
0.55	0.00239962
0.5505	0.00239674
0.551	0.00239888
0.5515	0.0023996
0.552	0.00239861
0.5525	0.00239806
0.553	0.00239864
0.5535	0.00239732
0.554	0.00239801
0.5545	0.00240016
0.555	0.00239804
0.5555	0.00239849
0.556	0.00239823
0.5565	0.00239769
0.557	0.00239807
0.5575	0.00239812
0.558	0.00239793
0.5585	0.0023972
0.559	0.00239862
0.5595	0.00239967
0.56	0.00239834
0.5605	0.00239732
0.561	0.00239935
0.5615	0.0023978
0.562	0.00239782
0.5625	0.0023986
0.563	0.00239839
0.5635	0.00239806
0.564	0.00239703
0.5645	0.00239755
0.565	0.00239893
0.5655	0.00239867
0.566	0.00239908
0.5665	0.00239866
0.567	0.00239859
0.5675	0.00239734
0.568	0.00239738
0.5685	0.00239869
0.569	0.00239804
0.5695	0.00239851
0.57	0.00239735
0.5705	0.00239768
0.571	0.00239684
0.5715	0.002398
0.572	0.00239897
0.5725	0.00239847
0.573	0.00239709
0.5735	0.0023978
0.574	0.00239837
0.5745	0.00239786
0.575	0.00239747
0.5755	0.00239828
0.576	0.00239802
0.5765	0.00239748
0.577	0.0023986
0.5775	0.00239872
0.578	0.00239723
0.5785	0.00239872
0.579	0.00239769
0.5795	0.00239913
0.58	0.00239902
0.5805	0.00239811
0.581	0.00239903
0.5815	0.00239896
0.582	0.00239958
0.5825	0.00239886
0.583	0.00239727
0.5835	0.00239904
0.584	0.00239975
0.5845	0.00239736
0.585	0.00239843
0.5855	0.00239872
0.586	0.00239888
0.5865	0.00239868
0.587	0.00239671
0.5875	0.0023989
0.588	0.00239868
0.5885	0.00239792
0.589	0.00239911
0.5895	0.00239901
0.59	0.00239909
0.5905	0.00239775
0.591	0.00239855
0.5915	0.00239864
0.592	0.00239701
0.5925	0.00239903
0.593	0.00239732
0.5935	0.00239908
0.594	0.0023992
0.5945	0.00239772
0.595	0.00239732
0.5955	0.00239857
0.596	0.0023984
0.5965	0.00239745
0.597	0.00239816
0.5975	0.00239822
0.598	0.00239754
0.5985	0.00239787
0.599	0.00239797
0.5995	0.00239773
0.6	0.00239715
0.6005	0.00239755
0.601	0.00239801
0.6015	0.00239693
0.602	0.00239868
0.6025	0.00239743
0.603	0.00239812
0.6035	0.00239776
0.604	0.00239743
0.6045	0.00239856
0.605	0.0023978
0.6055	0.00239641
0.606	0.00239793
0.6065	0.00239814
0.607	0.00239724
0.6075	0.00240106
0.608	0.00239787
0.6085	0.0023981
0.609	0.00239699
0.6095	0.0023994
0.61	0.00239745
0.6105	0.00239845
0.611	0.00239905
0.6115	0.00239805
0.612	0.00239867
0.6125	0.00239879
0.613	0.00239796
0.6135	0.00239868
0.614	0.00239967
0.6145	0.00239864
0.615	0.00239966
0.6155	0.00240105
0.616	0.00239763
0.6165	0.00239807
0.617	0.00239933
0.6175	0.0023985
0.618	0.00239963
0.6185	0.00239753
0.619	0.00239782
0.6195	0.00239888
0.62	0.00239894
0.6205	0.0023977
0.621	0.00239897
0.6215	0.00239747
0.622	0.0023972
0.6225	0.00239775
0.623	0.00239558
0.6235	0.00239682
0.624	0.00239817
0.6245	0.00239773
0.625	0.00239727
0.6255	0.00239796
0.626	0.00239967
0.6265	0.00239969
0.627	0.00239814
0.6275	0.00239802
0.628	0.00239679
0.6285	0.00240051
0.629	0.00239888
0.6295	0.00239886
0.63	0.00239978
0.6305	0.00239875
0.631	0.00239813
0.6315	0.00239902
0.632	0.00239864
0.6325	0.00239905
0.633	0.00239869
0.6335	0.0023985
0.634	0.00239834
0.6345	0.00239728
0.635	0.00240034
0.6355	0.00239698
0.636	0.00239834
0.6365	0.00239899
0.637	0.00239784
0.6375	0.00239806
0.638	0.00239878
0.6385	0.00239998
0.639	0.00239727
0.6395	0.00239995
0.64	0.00239868
0.6405	0.0023981
0.641	0.00239717
0.6415	0.00239777
0.642	0.00239703
0.6425	0.00239928
0.643	0.00239886
0.6435	0.00239968
0.644	0.00239895
0.6445	0.00240085
0.645	0.00240008
0.6455	0.00239914
0.646	0.00239779
0.6465	0.00239991
0.647	0.00239977
0.6475	0.00239989
0.648	0.0024016
0.6485	0.00239916
0.649	0.0023982
0.6495	0.00239786
0.65	0.00239909
0.6505	0.00239838
0.651	0.00240073
0.6515	0.00239837
0.652	0.00239694
0.6525	0.00239963
0.653	0.00239973
0.6535	0.00239768
0.654	0.0023991
0.6545	0.00239718
0.655	0.00239748
0.6555	0.00239571
0.656	0.00239973
0.6565	0.00239857
0.657	0.00239818
0.6575	0.00239672
0.658	0.00239746
0.6585	0.00239721
0.659	0.00239819
0.6595	0.00239861
0.66	0.00239869
0.6605	0.00239919
0.661	0.00239951
0.6615	0.00239878
0.662	0.00239708
0.6625	0.00239814
0.663	0.0023982
0.6635	0.00240085
0.664	0.00239945
0.6645	0.00239909
0.665	0.00240009
